zcta19,year,avg_download_speed,avg_upload_speed,tot_hs_providers,res_hs_providers
51436,2020,182.0594,87.38657,1,1
51439,2020,22.07416,4.504628,0,0
51440,2020,31.66875,13.43558,1,1
51441,2020,21.08318,1.939025,0,0
51442,2020,137.6742,36.7877,4,4
51443,2020,87.47441,26.11706,2,2
51444,2020,71.95192,32.28892,1,1
51445,2020,29.80961,5.9329,1,1
51446,2020,62.21281,10.49578,1,1
51447,2020,50.56915,8.38267,1,1
51448,2020,16.82874,2.157434,0,0
51449,2020,95.26433,16.99336,2,2
51450,2020,28.74752,15.50938,2,2
51451,2020,38.37663,28.01803,0,0
51453,2020,76.38558,63.77106,1,1
51454,2020,61.72046,12.51517,2,2
51455,2020,31.0916,10.91315,3,3
51458,2020,25.38022,3.282699,0,0
51459,2020,28.85714,16.27703,0,0
51461,2020,26.28979,13.35847,1,1
51462,2020,44.35738,28.8061,2,2
51463,2020,31.24809,4.208626,0,0
51465,2020,31.36179,15.47877,1,1
51466,2020,43.46719,21.41889,1,1
51467,2020,201.622,95.69605,1,1
51501,2020,171.5833,42.98465,2,2
51503,2020,110.7915,9.773377,5,5
51510,2020,148.3873,8.220083,2,2
51520,2020,18.6631,2.557547,0,0
51521,2020,85.7281,12.68166,2,2
51523,2020,56.37803,32.71937,3,3
51525,2020,60.24525,21.0023,1,1
51526,2020,62.76223,3.632243,1,1
51527,2020,53.58684,9.064426,1,1
51528,2020,24.12095,3.467556,2,2
51529,2020,31.35442,9.28955,4,4
51530,2020,54.43903,9.134936,1,1
51531,2020,49.08812,5.434237,1,1
51532,2020,183.6491,91.67191,2,2
51533,2020,32.85463,8.350361,0,0
51534,2020,76.48873,8.040701,3,3
51535,2020,178.592,84.38836,3,3
51536,2020,47.89452,7.809452,1,1
51537,2020,135.2796,27.67198,5,5
51540,2020,18.75649,2.726853,0,0
51541,2020,85.51,34.23982,2,2
51542,2020,36.87523,3.16906,1,1
51543,2020,47.99097,5.711198,1,1
51544,2020,173.1565,81.41553,2,2
51545,2020,36.17029,10.75842,0,0
51546,2020,73.97321,45.42611,1,1
51548,2020,29.26097,3.431196,0,0
51549,2020,186.25,81.98704,1,1
51550,2020,162,137.9649,1,1
51551,2020,22.80349,5.98848,3,3
51552,2020,47.64889,5.476693,0,0
51553,2020,29.53717,10.08855,2,2
51554,2020,25.80091,3.358425,0,0
51555,2020,65.07116,32.75777,1,1
51556,2020,35.43157,9.172477,0,0
51557,2020,32.73648,5.459105,0,0
51558,2020,36.30728,12.61797,2,2
51559,2020,23.51762,2.985769,0,0
51560,2020,33.51165,5.130184,3,3
51561,2020,130.3556,55.33646,2,2
51562,2020,27.66391,8.310894,1,1
51563,2020,25.20707,8.312476,0,0
51564,2020,37.84732,10.65599,0,0
51565,2020,29.17612,10.15422,1,1
51566,2020,104.4911,21.07219,4,4
51570,2020,35.94793,9.4859,2,2
51571,2020,42.43036,9.038857,1,1
51572,2020,24.38213,3.075852,1,1
51573,2020,152.8412,140.4955,1,1
51575,2020,59.36742,17.47746,1,1
51576,2020,34.81597,4.023112,1,1
51577,2020,47.8583,5.41497,1,1
51578,2020,63.81034,10.79786,1,1
51579,2020,63.34053,41.32444,1,1
51601,2020,140.898,47.4962,5,5
51630,2020,178.2181,166.8564,1,1
51631,2020,88.64662,77.26693,2,2
51632,2020,99.38535,38.26906,4,4
51636,2020,185.4428,173.9028,1,1
51637,2020,192.2805,180.3257,2,2
51638,2020,88.59209,28.02492,2,2
51639,2020,171.0688,80.80217,2,2
51640,2020,28.54425,10.5069,3,3
51645,2020,27.10044,8.438766,1,1
51646,2020,156.506,144.4148,1,1
51647,2020,213.4822,202.1246,1,1
51648,2020,19.92162,5.138013,0,0
51649,2020,27.46708,12.80052,0,0
51650,2020,46.03111,22.77862,1,1
51652,2020,34.09079,15.97454,2,2
51653,2020,25.65159,11.69175,1,1
51654,2020,25.65596,8.341448,0,0
51656,2020,49.17857,38.05364,0,0
52001,2020,143.7925,20.50113,7,7
52002,2020,223.8948,106.1194,6,6
52003,2020,132.6729,23.49325,7,7
52030,2020,33.78011,20.19902,0,0
52031,2020,95.44575,80.54208,3,3
52032,2020,81.22041,51.46067,5,5
52033,2020,88.83625,37.06279,5,5
52035,2020,65.35921,17.95154,1,1
52037,2020,120.0028,101.3958,3,3
52038,2020,75.79175,21.139,1,1
52039,2020,121.179,28.94082,1,1
52040,2020,197.4842,98.05235,4,4
52041,2020,85.17442,26.90188,1,1
52042,2020,125.4865,46.13308,3,3
52043,2020,88.27818,6.883702,3,3
52044,2020,28.8,1.6728,0,0
52045,2020,132.0531,29.80068,3,3
52046,2020,134.2866,29.17212,5,5
52047,2020,62.70952,16.43254,2,2
52048,2020,32.57273,2.275607,1,1
52049,2020,94.96825,6.293538,1,1
52050,2020,99.42288,29.10613,1,1
52052,2020,120.9343,10.31502,2,2
52053,2020,112.3676,31.8993,1,1
52054,2020,61.69788,30.01243,3,3
52057,2020,125.6422,27.12816,3,3
52060,2020,104.205,21.39574,5,5
52064,2020,94.98446,44.74154,3,3
52065,2020,95.04462,32.45772,3,3
52066,2020,151.4186,36.64381,1,1
52068,2020,122.7992,31.56753,5,5
52069,2020,73.37859,6.825312,2,2
52070,2020,74.13931,19.71578,3,3
52072,2020,43.51603,7.785038,1,1
52073,2020,103.714,27.8426,3,3
52074,2020,22.12928,7.825059,0,0
52076,2020,93.31091,19.16751,3,3
52077,2020,37.9697,12.67587,1,1
52078,2020,97.4353,30.90916,4,4
52079,2020,60.64394,35.36,4,4
52101,2020,86.82708,17.69399,3,3
52132,2020,94.1284,18.55153,2,2
52133,2020,42.87563,17.97813,1,1
52134,2020,57.12121,31.05855,2,2
52135,2020,131.7614,107.8536,2,2
52136,2020,108.5351,37.83599,2,2
52140,2020,42.07199,14.88293,2,2
52141,2020,92.05318,19.73953,4,4
52142,2020,108.0539,36.46152,4,4
52144,2020,62.72923,17.58289,2,2
52146,2020,65.64904,3.658583,1,1
52147,2020,162.6838,140.1284,3,3
52151,2020,77.68964,7.261497,3,3
52154,2020,55.47383,33.26656,1,1
52155,2020,93.03922,40.78384,3,3
52156,2020,62.43667,21.81453,2,2
52157,2020,103.3643,9.955945,3,3
52158,2020,130.1575,10.07745,1,1
52159,2020,77.91169,31.95352,3,3
52160,2020,271.5598,190.5304,2,2
52161,2020,129.5419,73.48622,3,3
52162,2020,53.4551,22.76678,4,4
52163,2020,92.17476,54.65526,2,2
52164,2020,63.21292,41.95118,3,3
52165,2020,51.23809,26.91567,1,1
52166,2020,93.375,42.90331,2,2
52168,2020,154.3014,21.73978,2,2
52169,2020,45.57447,19.52958,1,1
52170,2020,30.72474,3.553854,1,1
52171,2020,67.82281,45.25471,3,3
52172,2020,106.6367,28.69998,4,4
52175,2020,105.3371,34.70934,4,4
52201,2020,23.25143,9.712255,2,2
52202,2020,186.0748,46.16444,2,2
52203,2020,198.6327,119.9284,3,3
52205,2020,116.0637,24.01255,4,4
52206,2020,189.942,99.17168,5,5
52207,2020,109.0965,38.21574,2,2
52208,2020,118.2017,25.87349,4,4
52209,2020,71.78049,26.09066,3,3
52210,2020,53.44549,38.6714,2,2
52211,2020,30.46675,5.154718,1,1
52212,2020,97.1291,39.42195,3,3
52213,2020,116.2477,33.37435,4,4
52214,2020,89.97615,32.80765,4,4
52215,2020,41.00594,18.02637,2,2
52216,2020,50.49221,18.34475,3,3
52217,2020,123.6152,108.7876,3,3
52218,2020,128.4219,47.15664,4,4
52219,2020,27.47126,15.21306,0,0
52220,2020,40.25595,27.65491,0,0
52221,2020,31.99847,3.487364,0,0
52222,2020,41.86087,14.83533,1,1
52223,2020,81.98229,30.41086,2,2
52224,2020,161.5442,116.2659,4,4
52225,2020,48.36341,36.85624,2,2
52227,2020,164.7235,151.4546,3,3
52228,2020,239.8929,149.1105,6,6
52229,2020,57.07545,42.14269,3,3
52231,2020,29.3467,16.11797,0,0
52232,2020,35.77003,9.597449,1,1
52233,2020,168.1133,33.42029,5,5
52235,2020,119.1095,8.323523,1,1
52236,2020,61.79352,37.98785,3,3
52237,2020,80.44807,25.714,4,4
52240,2020,121.9115,23.10407,8,8
52241,2020,144.8783,38.64905,6,6
52242,2020,79.05291,11.24028,2,2
52245,2020,144.075,13.91308,4,4
52246,2020,127.6542,12.8275,5,5
52247,2020,248.6293,99.37608,3,3
52248,2020,55.96658,9.677111,1,1
52249,2020,63.01768,52.14768,3,3
52251,2020,25.64276,5.991185,1,1
52253,2020,99.77875,38.86484,5,5
52254,2020,81.46996,70.07444,1,1
52255,2020,135.0634,117.607,2,2
52257,2020,59.26504,32.12207,2,2
52301,2020,99.85493,21.34013,3,3
52302,2020,174.5504,48.74887,8,8
52305,2020,86.10395,30.9214,2,2
52306,2020,55.82816,32.44235,2,2
52307,2020,281.6119,142.513,2,2
52308,2020,21.90909,1.64101,0,0
52309,2020,112.9744,38.89909,3,3
52310,2020,101.493,22.25061,4,4
52312,2020,17.16667,2.006133,0,0
52313,2020,54.54039,28.0088,2,2
52314,2020,105.2845,31.35926,6,6
52315,2020,260.7167,171.3189,5,5
52316,2020,64.03634,4.782171,1,1
52317,2020,229.8354,126.2941,3,3
52318,2020,225.5163,157.1229,3,3
52320,2020,104.5995,50.13457,3,3
52321,2020,105.797,41.67716,3,3
52322,2020,78.43438,32.27359,6,6
52323,2020,141.7422,44.42668,5,5
52324,2020,82.22701,19.05458,7,7
52325,2020,31.16525,20.15449,0,0
52326,2020,32.0997,17.35211,1,1
52327,2020,72.71511,21.75829,3,3
52328,2020,144.1394,16.27133,4,4
52329,2020,50.61288,28.59349,2,2
52330,2020,112.1699,43.76315,3,3
52332,2020,163.7198,40.63152,5,5
52333,2020,125.9666,56.00195,5,5
52334,2020,92.95492,64.89331,4,4
52335,2020,18.38987,2.609651,1,1
52336,2020,119.9075,102.6632,3,3
52337,2020,43.24688,19.21704,2,2
52338,2020,247.9545,149.7421,3,3
52339,2020,98.23351,16.77256,4,4
52340,2020,138.9167,74.0786,3,3
52341,2020,109.2385,26.79499,3,3
52342,2020,116.7642,35.7612,4,4
52345,2020,169.674,18.82109,2,2
52346,2020,80.95294,68.36167,4,4
52347,2020,37.65636,5.753279,1,1
52348,2020,28.38597,16.4626,1,1
52349,2020,173.4093,60.0522,6,6
52351,2020,181.9294,166.4325,2,2
52352,2020,62.8045,31.70912,3,3
52353,2020,223.7108,82.12409,4,4
52354,2020,180.4085,162.5327,4,4
52355,2020,21.57391,1.833452,0,0
52356,2020,77.34222,19.70912,3,3
52358,2020,170.5749,12.13343,3,3
52359,2020,19.32563,8.676723,0,0
52361,2020,78.26846,14.07672,1,1
52362,2020,159.359,60.18323,4,4
52401,2020,115.2634,16.66397,3,3
52402,2020,148.2242,20.46971,5,5
52403,2020,134.4236,12.24625,6,6
52404,2020,136.2175,29.7888,9,9
52405,2020,142.3581,14.35859,6,6
52411,2020,135.6891,19.18508,5,5
52501,2020,119.4681,8.445038,4,4
52530,2020,104.1144,18.98789,1,1
52531,2020,106.9846,26.50768,3,3
52533,2020,154.8636,140.1498,2,2
52534,2020,337.6111,166.6347,2,2
52535,2020,16.49666,3.892775,0,0
52536,2020,45.43176,16.38326,1,1
52537,2020,186.0253,144.5602,3,3
52540,2020,20.9487,9.524604,0,0
52542,2020,28.94272,10.88584,0,0
52543,2020,62.65918,36.7201,1,1
52544,2020,90.08863,20.26043,3,3
52548,2020,68.97423,30.38116,1,1
52549,2020,22.0726,7.382511,0,0
52550,2020,36.01959,12.83762,0,0
52551,2020,29.10069,16.22151,1,1
52552,2020,111.7462,98.05748,1,1
52553,2020,93.03757,14.25649,2,2
52554,2020,104.4055,21.99376,3,3
52555,2020,36.16271,21.27969,1,1
52556,2020,104.6266,32.20695,3,3
52557,2020,24.6087,12.27061,0,0
52560,2020,168.1986,156.3065,1,1
52561,2020,64.24027,37.19508,2,2
52563,2020,35.81261,10.85453,0,0
52565,2020,19.30147,3.829194,0,0
52566,2020,31.49265,4.240324,0,0
52567,2020,29.84497,16.69451,1,1
52569,2020,59.04523,32.31429,3,3
52570,2020,87.10309,74.00268,1,1
52571,2020,33.52162,12.06034,0,0
52572,2020,167.2138,154.2072,1,1
52573,2020,18.618,5.647616,0,0
52574,2020,28.76854,11.24385,0,0
52576,2020,25.85066,8.775358,0,0
52577,2020,185.8167,94.63824,2,2
52580,2020,29.01318,14.59775,0,0
52581,2020,48.75211,32.43771,1,1
52583,2020,68.58514,53.77356,1,1
52584,2020,220.9122,209.3459,1,1
52585,2020,22.95965,11.84053,0,0
52586,2020,39.82161,11.19809,1,1
52588,2020,29.60067,17.0585,1,1
52590,2020,34.72161,19.43959,1,1
52591,2020,119.389,49.90642,2,2
52593,2020,36.95036,23.94762,1,1
52594,2020,21.46875,6.977712,0,0
52595,2020,281.8015,137.7087,2,2
52601,2020,135.5941,23.37192,3,3
52619,2020,32.77381,19.63103,0,0
52620,2020,28.49826,9.172202,0,0
52621,2020,24.31024,13.715,0,0
52623,2020,50.45084,9.821633,2,2
52624,2020,43.43448,31.14916,0,0
52625,2020,35.40051,21.61383,2,2
52626,2020,25.17228,12.30361,0,0
52627,2020,136.1274,23.05253,2,2
52630,2020,24.62269,11.40362,0,0
52632,2020,153.685,23.10607,2,2
52635,2020,22.60359,10.8466,0,0
52637,2020,47.53277,10.37353,0,0
52638,2020,33.32573,2.680517,1,1
52639,2020,104.9332,32.32241,2,2
52640,2020,87.34161,26.48543,1,1
52641,2020,76.39804,18.56228,2,2
52644,2020,28.25,17.14532,0,0
52645,2020,107.5889,33.81404,3,3
52646,2020,36.68875,17.41984,0,0
52647,2020,59.26852,32.64667,1,1
52649,2020,27.85015,15.45041,0,0
52650,2020,45.29039,10.07181,0,0
52651,2020,16.86628,4.372589,0,0
52653,2020,82.23734,18.99375,1,1
52654,2020,19.10268,9.311143,0,0
52655,2020,126.0716,30.63352,2,2
52656,2020,75.08252,20.93254,1,1
52657,2020,30.75,20.13075,0,0
52658,2020,28.0285,12.01319,1,1
52659,2020,26.91321,16.85039,0,0
52660,2020,28.51544,8.582981,0,0
52701,2020,58,46.38236,1,1
52720,2020,61.12399,11.01154,2,2
52721,2020,140.3047,121.7962,3,3
52722,2020,208.8396,114.9007,5,5
52726,2020,90.18845,18.02518,2,2
52727,2020,55.59068,38.93528,3,3
52728,2020,198.7829,71.35924,2,2
52729,2020,176.6905,164.4762,2,2
52730,2020,112.7113,8.684708,1,1
52731,2020,75.30583,17.89116,2,2
52732,2020,127.773,9.808666,3,3
52737,2020,159.3955,15.16624,1,1
52738,2020,64.18387,14.27836,1,1
52739,2020,30.07886,15.01548,0,0
52742,2020,84.99591,16.13711,1,1
52745,2020,42.54728,18.35976,2,2
52746,2020,117.9696,100.9108,1,1
52747,2020,116.0633,18.57173,1,1
52748,2020,167.6435,45.9247,3,3
52749,2020,30.6811,2.606866,0,0
52750,2020,47.78489,12.13592,2,2
52751,2020,87.42857,76.33086,1,1
52752,2020,46.1722,26.37769,0,0
52753,2020,113.3573,14.10559,3,3
52754,2020,29.17168,11.6775,0,0
52755,2020,60.79376,11.96777,1,1
52756,2020,195.0479,137.7405,3,3
52757,2020,146.0172,35.98352,1,1
52758,2020,21.9322,2.075424,0,0
52760,2020,25.76348,12.63432,0,0
52761,2020,80.92899,31.42586,1,1
52765,2020,121.8876,101.8217,2,2
52766,2020,23.62007,8.718822,1,1
52767,2020,159.0809,80.26409,3,3
52768,2020,92.28957,15.85373,1,1
52769,2020,21.97423,4.944749,0,0
52772,2020,97.65974,22.98327,4,4
52773,2020,52.73493,4.128932,1,1
52774,2020,16.18541,3.60437,0,0
52776,2020,164.9131,9.259349,2,2
52777,2020,221.437,210.4063,2,2
52778,2020,23.10435,8.991931,3,3
52801,2020,104.602,16.35616,3,3
52802,2020,128.5427,9.092582,3,3
52803,2020,211.1492,93.21474,4,4
52804,2020,170.7635,58.96705,3,3
52806,2020,202.5755,117.6187,5,5
52807,2020,199.1215,132.2191,5,5
53001,2020,107.155,8.404774,1,1
53002,2020,90.55609,4.006295,1,1
53003,2020,159.382,6.457663,1,1
53004,2020,110.4163,7.539984,1,1
53005,2020,173.0608,16.63986,2,2
53006,2020,64.09898,6.715923,2,2
53007,2020,157.622,7.535632,1,1
53010,2020,57.30346,3.72658,1,1
53011,2020,79.04243,7.08421,1,1
53012,2020,164.096,15.40479,2,2
53013,2020,111.7765,8.138617,1,1
53014,2020,56.12645,5.461342,1,1
53015,2020,75.18099,6.967109,1,1
53016,2020,129.0729,5.343875,1,1
53017,2020,183.394,9.498586,2,2
53018,2020,189.7695,7.675433,1,1
53019,2020,60.99361,3.705886,1,1
53020,2020,62.66117,6.251435,1,1
53021,2020,108.1135,6.759826,1,1
53022,2020,161.9986,9.611183,2,2
53023,2020,75.01909,6.444235,1,1
53024,2020,170.3371,16.67584,2,2
53027,2020,135.5372,10.23173,2,2
53029,2020,165.4203,9.811242,2,2
53031,2020,179.8333,11.22733,1,1
53032,2020,129.9789,5.511611,1,1
53033,2020,171.1648,18.67659,2,2
53034,2020,151.838,6.524755,1,1
53035,2020,67.89464,3.141401,1,1
53036,2020,126.7745,5.357142,1,1
53037,2020,151.8182,13.27841,2,2
53038,2020,190.3165,26.11307,2,2
53039,2020,89.93029,3.98251,1,1
53040,2020,102.006,5.416324,1,1
53042,2020,79.62012,6.757263,1,1
53044,2020,145.2576,9.893514,1,1
53045,2020,164.709,8.144692,2,2
53046,2020,191.8714,21.07931,2,2
53047,2020,107.9388,4.820082,1,1
53048,2020,95.28085,5.158933,2,2
53049,2020,79.65163,4.591832,1,1
53050,2020,114.6367,5.562402,2,2
53051,2020,171.9336,14.56282,2,2
53057,2020,64.30093,4.047101,1,1
53058,2020,179.2472,7.715029,1,1
53059,2020,99.48425,4.277725,1,1
53061,2020,74.51846,6.244699,1,1
53063,2020,22.80435,4.977498,1,1
53065,2020,55.53974,3.204164,1,1
53066,2020,170.5566,15.53298,3,3
53069,2020,180.9809,8.08823,1,1
53070,2020,102.0345,7.542206,1,1
53072,2020,174.7889,8.570467,2,2
53073,2020,103.1844,7.478319,1,1
53074,2020,161.7078,39.45557,2,2
53075,2020,125.7719,8.304335,1,1
53076,2020,173.2681,7.213397,1,1
53078,2020,91.28425,4.319152,1,1
53079,2020,54.04752,6.202271,1,1
53080,2020,152.0578,7.22687,1,1
53081,2020,138.5203,14.76001,3,3
53083,2020,123.4243,9.053011,2,2
53085,2020,99.84953,7.777041,1,1
53086,2020,149.5615,6.293063,1,1
53088,2020,121.6179,6.220169,1,1
53089,2020,163.6136,8.176512,2,2
53090,2020,154.8107,13.79516,2,2
53091,2020,93.06824,4.323735,1,1
53092,2020,165.3076,8.81817,2,2
53093,2020,116.6888,8.432291,1,1
53094,2020,117.3632,5.45388,3,3
53095,2020,158.0121,8.304702,2,2
53097,2020,162.4856,8.550002,2,2
53098,2020,100.9809,7.770463,2,2
53103,2020,172.9355,7.36859,1,1
53104,2020,151.0294,6.89422,1,1
53105,2020,174.975,15.17053,3,3
53108,2020,127.5506,6.256623,1,1
53110,2020,191.4261,45.73603,2,2
53114,2020,68.309,4.280498,1,1
53115,2020,131.1971,7.113267,2,2
53118,2020,183.2242,7.340208,1,1
53119,2020,152.1608,6.527831,1,1
53120,2020,181.3528,8.719202,1,1
53121,2020,125.4318,29.403,3,3
53122,2020,177.6436,24.65424,2,2
53125,2020,144.2778,7.166339,1,1
53126,2020,129.3187,6.416826,1,1
53128,2020,144.4265,9.369915,1,1
53129,2020,169.3148,27.5724,2,2
53130,2020,158.9167,17.61687,2,2
53132,2020,154.1476,14.56974,2,2
53137,2020,58.9397,3.345402,1,1
53139,2020,157.0949,7.232389,1,1
53140,2020,164.7829,22.76504,2,2
53142,2020,162.695,13.08701,2,2
53143,2020,162.8934,21.94879,2,2
53144,2020,166.6581,19.02925,2,2
53146,2020,195.9633,24.88149,2,2
53147,2020,135.3148,9.435338,4,4
53149,2020,185.9837,8.098653,2,2
53150,2020,175.6407,17.83205,3,3
53151,2020,165.4256,15.6608,2,2
53153,2020,189.6445,7.849872,1,1
53154,2020,156.1862,13.34284,2,2
53156,2020,128.939,5.662288,1,1
53158,2020,158.8897,7.575712,1,1
53167,2020,298.1387,59.47915,2,2
53168,2020,158.2056,9.461182,2,2
53170,2020,141.5997,6.117413,1,1
53172,2020,174.796,25.76137,3,3
53177,2020,154.7771,7.673404,2,2
53178,2020,137.7261,5.768801,1,1
53179,2020,140.0053,6.146906,1,1
53181,2020,127.9648,7.324415,1,1
53182,2020,166.6494,39.30926,3,3
53183,2020,187.6678,8.279939,1,1
53184,2020,105.7015,5.908449,1,1
53185,2020,236.0803,34.13485,2,2
53186,2020,184.6423,33.1134,3,3
53188,2020,179.4818,21.70356,2,2
53189,2020,179.6509,16.2448,2,2
53190,2020,105.0204,8.893565,3,3
53191,2020,137.5081,7.693235,1,1
53192,2020,166.0357,7.174572,1,1
53195,2020,159.8824,8.574823,1,1
53202,2020,207.058,57.53347,2,2
53203,2020,172.7151,17.65223,2,2
53204,2020,209.981,68.77125,2,2
53205,2020,178.6551,32.74532,3,3
53206,2020,195.4652,54.40744,2,2
53207,2020,205.2235,66.37488,3,3
53208,2020,185.5946,44.19405,2,2
53209,2020,197.4856,54.44165,2,2
53210,2020,198.8119,63.65979,2,2
53211,2020,188.7165,49.8015,2,2
53212,2020,185.967,44.38246,3,3
53213,2020,234.6122,105.9261,2,2
53214,2020,198.8998,56.31395,2,2
53215,2020,204.9742,68.3185,2,2
53216,2020,207.9563,74.26379,2,2
53217,2020,191.803,49.00473,2,2
53218,2020,232.9111,103.9221,2,2
53219,2020,212.8748,76.70234,2,2
53220,2020,189.8596,52.55048,2,2
53221,2020,194.7812,57.47007,2,2
53222,2020,237.7704,103.4327,2,2
53223,2020,175.1346,30.48613,2,2
53224,2020,159.0598,7.594879,1,1
53225,2020,176.5302,33.46445,2,2
53226,2020,217.2843,81.13572,2,2
53227,2020,197.229,57.27003,2,2
53228,2020,177.5863,36.95344,2,2
53233,2020,161.1933,10.23904,3,3
53235,2020,233.9157,97.99133,2,2
53295,2020,213.8,8.4728,1,1
53402,2020,153.0977,10.23151,2,2
53403,2020,170.8842,29.37875,2,2
53404,2020,167.1662,28.98104,2,2
53405,2020,149.7884,8.284219,2,2
53406,2020,169.9686,21.35093,2,2
53501,2020,153.5455,7.300182,1,1
53502,2020,22.24736,3.585151,1,1
53503,2020,83.89767,4.188012,1,1
53504,2020,18.5345,2.639062,0,0
53505,2020,31.32649,3.405311,0,0
53506,2020,44.31572,3.154497,1,1
53507,2020,72.61332,4.677065,1,1
53508,2020,75.57528,4.596696,1,1
53510,2020,24.14013,3.378312,2,2
53511,2020,126.0631,7.214934,2,2
53515,2020,157.079,29.18464,2,2
53516,2020,19.39274,2.897446,0,0
53517,2020,67.57026,3.967925,1,1
53518,2020,120.25,52.44917,2,2
53520,2020,68.39677,4.10968,1,1
53521,2020,50.85199,3.460917,1,1
53522,2020,43.42388,4.167202,1,1
53523,2020,87.65018,4.517486,1,1
53525,2020,97.73695,5.716013,1,1
53526,2020,106.5,5.650582,1,1
53527,2020,147.2451,23.66264,2,2
53528,2020,129.6063,7.804258,2,2
53529,2020,86.40239,14.86543,3,3
53530,2020,21.12946,3.653055,1,1
53531,2020,82.36553,4.777843,1,1
53532,2020,163.4622,27.35246,4,4
53533,2020,75.24104,4.100139,1,1
53534,2020,110.0852,5.417907,1,1
53536,2020,88.95127,4.791444,1,1
53537,2020,36.7569,4.002829,0,0
53538,2020,131.0775,6.346633,1,1
53540,2020,191.443,8.137012,1,1
53541,2020,17.73544,2.722092,0,0
53543,2020,46.36529,3.088487,1,1
53544,2020,20.88889,2.477637,0,0
53545,2020,133.2083,6.967906,1,1
53546,2020,120.1862,6.485252,1,1
53548,2020,121.5254,6.249004,1,1
53549,2020,119.0642,5.202813,2,2
53550,2020,35.15159,3.638915,1,1
53551,2020,125.1766,5.345866,1,1
53553,2020,109.9457,6.418044,1,1
53554,2020,95.95644,6.224649,1,1
53555,2020,104.1103,5.368527,2,2
53556,2020,98.65649,5.064422,1,1
53557,2020,128.4463,6.26739,2,2
53558,2020,176.2933,28.66714,2,2
53559,2020,93.89398,4.467924,1,1
53560,2020,99.35645,5.817096,2,2
53561,2020,43.73245,21.46404,2,2
53562,2020,240.7138,43.78348,3,3
53563,2020,121.7228,5.952725,1,1
53565,2020,63.91553,4.227749,1,1
53566,2020,134.2693,25.90769,3,3
53569,2020,91.26051,5.064035,1,1
53570,2020,56.84843,13.06152,2,2
53571,2020,162.5238,6.949333,1,1
53572,2020,92.4621,5.474823,2,2
53573,2020,78.26218,6.056044,2,2
53574,2020,90.22601,5.998551,1,1
53575,2020,156.2488,23.64851,2,2
53576,2020,38.6078,3.91834,1,1
53577,2020,60.0943,3.78043,1,1
53578,2020,73.85482,16.94289,2,2
53579,2020,71.01704,3.903626,1,1
53580,2020,23.43046,3.830162,0,0
53581,2020,75.52763,11.74548,2,2
53582,2020,64.96829,3.69432,1,1
53583,2020,105.5973,23.33984,2,2
53585,2020,104.1778,5.588511,1,1
53586,2020,60.02894,5.129601,1,1
53587,2020,47.36638,4.218595,1,1
53588,2020,70.35545,12.04672,2,2
53589,2020,111.2265,5.582572,1,1
53590,2020,192.1977,32.17386,2,2
53593,2020,199.4014,33.61663,2,2
53594,2020,94.41378,4.453961,1,1
53597,2020,223.7413,41.11475,3,3
53598,2020,186.7099,34.5849,3,3
53599,2020,17.70588,3.03749,0,0
53702,2020,149.125,7.9555,1,1
53703,2020,185.5979,52.18147,2,2
53704,2020,178.8544,44.65454,2,2
53705,2020,166.3474,31.39512,3,3
53706,2020,108.5266,4.953565,1,1
53711,2020,168.5492,32.84872,3,3
53713,2020,182.8059,30.5213,3,3
53714,2020,188.5122,46.99413,2,2
53715,2020,200.2316,70.56587,2,2
53716,2020,163.3741,28.4151,2,2
53717,2020,240.2943,34.46351,2,2
53718,2020,167.3834,29.72456,3,3
53719,2020,207.2344,31.57762,3,3
53726,2020,164.0876,38.20594,2,2
53792,2020,146,6.198286,1,1
53801,2020,102.6958,30.4711,1,1
53802,2020,45.8,4.4728,0,0
53803,2020,31.56693,3.374672,1,1
53804,2020,146.144,27.72419,2,2
53805,2020,101.3517,7.160985,2,2
53806,2020,133.8095,22.2151,2,2
53807,2020,79.84834,7.683154,4,4
53808,2020,253.7415,56.98143,2,2
53809,2020,116.3651,32.16695,2,2
53810,2020,34.95168,3.386237,1,1
53811,2020,82.47689,8.411468,5,5
53813,2020,120.1563,24.3409,2,2
53816,2020,31.99484,2.310004,0,0
53817,2020,248.7692,54.88824,3,3
53818,2020,88.31097,72.78286,1,1
53820,2020,54.74822,9.759283,2,2
53821,2020,123.1743,6.718852,1,1
53825,2020,21.83689,3.517713,0,0
53826,2020,33.92649,2.157647,0,0
53827,2020,30.20433,1.958577,0,0
53901,2020,78.35725,5.34273,3,3
53910,2020,99.07069,5.852197,3,3
53911,2020,70.5631,3.917442,1,1
53913,2020,121.0868,21.35436,4,4
53916,2020,128.6887,5.797552,3,3
53919,2020,57.10769,3.412881,1,1
53920,2020,98.10995,8.000795,2,2
53922,2020,73.1526,3.633812,1,1
53923,2020,17.06006,2.016399,0,0
53924,2020,24.16705,6.660188,2,2
53925,2020,81.79935,3.819456,2,2
53926,2020,14.38396,1.63212,0,0
53928,2020,27.11111,3.037111,0,0
53929,2020,29.96824,14.03128,2,2
53930,2020,114.6447,6.498628,2,2
53931,2020,15.26966,2.002292,0,0
53932,2020,61.756,4.174408,2,2
53933,2020,85.61354,4.206244,1,1
53934,2020,40.33725,2.992475,3,3
53935,2020,24.64935,2.814701,0,0
53936,2020,80.18045,5.601105,2,2
53937,2020,19.00309,4.873667,1,1
53939,2020,14.28906,1.606453,0,0
