zcta19,year,avg_download_speed,avg_upload_speed,tot_hs_providers,res_hs_providers
1001,2020,188.7758,7.400942,1,1
1002,2020,170.3784,7.943439,3,3
1003,2020,83.92742,3.814839,1,1
1005,2020,215.7691,8.665116,1,1
1007,2020,237.0645,10.05645,3,3
1008,2020,25.49719,2.468996,1,1
1009,2020,213.7292,8.281792,1,1
1010,2020,236.3779,9.391037,2,2
1011,2020,135.7998,6.178054,1,1
1012,2020,30.86012,2.56069,1,1
1013,2020,219.3388,8.782551,2,2
1020,2020,230.5195,9.475301,3,3
1022,2020,207.2703,8.375281,2,2
1026,2020,27.81671,11.40233,1,1
1027,2020,225.9418,9.055212,2,2
1028,2020,229.0289,9.125787,2,2
1029,2020,155.4452,137.835,2,2
1030,2020,190.1451,7.783746,1,1
1031,2020,195.6633,7.656374,1,1
1032,2020,23.68033,2.385951,1,1
1033,2020,203.6972,9.130248,3,3
1034,2020,106.8127,5.185563,1,1
1035,2020,230.636,9.165771,2,2
1036,2020,227.4268,9.057117,1,1
1037,2020,200.597,7.816751,1,1
1038,2020,165.529,6.543455,1,1
1039,2020,189.6346,7.511027,1,1
1040,2020,173.4704,6.870069,2,2
1050,2020,155.4347,6.836605,1,1
1053,2020,181.3825,7.135284,1,1
1054,2020,185.3457,152.1717,2,2
1056,2020,219.8777,8.801305,2,2
1057,2020,205.8975,8.013101,2,2
1060,2020,168.9496,6.740789,2,2
1062,2020,203.3584,7.939157,2,2
1063,2020,101.1667,4.4056,1,1
1066,2020,157.32,6.25344,1,1
1068,2020,186.6637,7.680559,1,1
1069,2020,179.7763,7.096898,2,2
1070,2020,159.4813,145.5337,1,1
1071,2020,27.5458,2.487954,1,1
1072,2020,43.0864,5.893117,1,1
1073,2020,222.0955,9.176005,1,1
1074,2020,227.3617,9.055574,1,1
1075,2020,190.5559,7.452317,2,2
1077,2020,182.4381,7.705195,1,1
1079,2020,136.2018,5.59986,1,1
1080,2020,211.1569,8.160084,1,1
1081,2020,188.2948,7.666597,1,1
1082,2020,184.5992,7.267228,2,2
1083,2020,197.1477,7.758902,2,2
1084,2020,20.05233,2.384233,0,0
1085,2020,253.6176,106.0627,3,3
1086,2020,88.57143,4.640572,1,1
1088,2020,171.5526,6.761298,1,1
1089,2020,164.6287,6.59436,1,1
1092,2020,171.2089,6.827568,2,2
1093,2020,165.0865,6.573538,1,1
1094,2020,196.2464,7.624638,1,1
1095,2020,236.0375,9.377742,2,2
1096,2020,121.4432,5.65943,1,1
1097,2020,20.3625,2.28345,0,0
1098,2020,22.84201,2.314167,1,1
1103,2020,132.1903,5.433854,1,1
1104,2020,177.4782,7.039539,2,2
1105,2020,175.7394,6.946035,1,1
1106,2020,183.2118,7.21105,2,2
1107,2020,188.7721,7.423366,2,2
1108,2020,192.0425,7.518136,2,2
1109,2020,181.608,7.161889,1,1
1118,2020,198.8188,7.745577,2,2
1119,2020,209.5289,8.111584,1,1
1128,2020,215.7459,8.354342,2,2
1129,2020,198.7297,7.756034,2,2
1151,2020,183.6917,7.231104,2,2
1199,2020,115.8333,4.889,1,1
1201,2020,217.1117,9.220776,2,2
1220,2020,217.3387,9.218133,1,1
1222,2020,178.4453,8.153146,1,1
1223,2020,24.90017,3.243257,3,3
1224,2020,187.7105,8.184421,1,1
1225,2020,209.2002,8.963753,1,1
1226,2020,210.482,8.976602,2,2
1229,2020,209.0882,8.97353,1,1
1230,2020,180.6888,17.8234,5,5
1235,2020,154.7214,7.014871,2,2
1236,2020,194.9244,8.524849,1,1
1237,2020,120.3018,20.45942,2,2
1238,2020,217.9866,9.318783,1,1
1240,2020,217.5829,10.20765,1,1
1242,2020,208.2794,8.951608,1,1
1243,2020,36.02521,2.821983,1,1
1244,2020,18.58621,2.257655,0,0
1245,2020,90.54451,30.67199,3,3
1247,2020,200.1197,8.975328,3,3
1253,2020,97.10811,80.47044,1,1
1254,2020,215.9932,9.409388,1,1
1255,2020,20.2127,2.254226,0,0
1256,2020,33.74371,2.856314,1,1
1257,2020,212.898,9.288098,1,1
1258,2020,133.3011,21.36996,2,2
1259,2020,44.96202,3.303274,1,1
1260,2020,242.5,10.27356,2,2
1262,2020,225.6962,9.727639,1,1
1264,2020,219.036,9.407392,1,1
1266,2020,153.4004,14.76525,2,2
1267,2020,204.3718,10.40176,3,3
1270,2020,21.1127,2.273638,1,1
1301,2020,165.7373,7.536367,1,1
1330,2020,23.6019,2.687764,1,1
1331,2020,237.8354,9.35369,2,2
1337,2020,145.0959,5.97505,1,1
1338,2020,187.16,8.01648,1,1
1339,2020,30.32326,2.712396,1,1
1340,2020,25.33064,2.540343,1,1
1341,2020,180.542,7.549146,1,1
1342,2020,166.5246,6.568536,1,1
1343,2020,22.78125,2.786625,0,0
1344,2020,159.4288,6.36096,2,2
1346,2020,31.5346,2.600374,1,1
1347,2020,126.0882,5.228706,1,1
1349,2020,153.37,6.124294,1,1
1350,2020,19.57237,2.2725,0,0
1351,2020,173.2071,8.175078,2,2
1354,2020,185.5006,7.256978,1,1
1355,2020,41.4846,2.344558,0,0
1360,2020,169.4254,6.720788,1,1
1364,2020,227.314,9.054635,1,1
1366,2020,65.9585,3.191344,2,2
1367,2020,105.198,89.97044,1,1
1368,2020,48.16261,2.515471,2,2
1370,2020,145.3171,6.424883,1,1
1373,2020,161.5515,6.456098,1,1
1375,2020,169.1706,6.732757,2,2
1376,2020,189.1266,7.373974,1,1
1378,2020,46.25737,2.618123,1,1
1379,2020,45.45921,2.616811,1,1
1420,2020,300.7903,133.142,2,2
1430,2020,200.0942,7.743477,1,1
1431,2020,182.8692,18.48721,2,2
1432,2020,180.3405,7.885864,3,3
1434,2020,96.27483,4.242077,2,2
1436,2020,175.1595,6.904254,1,1
1438,2020,190.5806,7.420064,1,1
1440,2020,172.203,6.812201,1,1
1450,2020,336.3441,121.389,3,3
1451,2020,237.195,13.92268,3,3
1452,2020,230.1825,9.165233,1,1
1453,2020,303.3093,133.9576,2,2
1460,2020,282.7442,125.68,3,3
1462,2020,254.7717,66.99296,2,2
1463,2020,241.5467,13.10026,2,2
1464,2020,182.7342,20.78884,3,3
1467,2020,252.1639,10.0156,1,1
1468,2020,170.1181,6.766331,2,2
1469,2020,197.4131,7.722111,2,2
1473,2020,179.0957,7.823713,3,3
1474,2020,164.0492,6.574781,1,1
1475,2020,177.2611,6.983889,1,1
1501,2020,233.9236,9.303217,2,2
1503,2020,249.1826,26.31738,3,3
1504,2020,243.7068,60.11431,4,4
1505,2020,319.2516,114.5353,2,2
1506,2020,231.3845,9.22794,2,2
1507,2020,246.9428,9.770308,2,2
1510,2020,182.2132,7.177134,2,2
1515,2020,241.4306,9.590203,1,1
1516,2020,239.0609,10.97193,3,3
1518,2020,250.9448,9.882993,1,1
1519,2020,340.2758,130.9435,2,2
1520,2020,222.6008,8.899076,2,2
1521,2020,230.2443,8.791629,3,3
1522,2020,222.1161,8.86979,2,2
1523,2020,152.3873,23.85361,2,2
1524,2020,235.8487,9.328484,2,2
1525,2020,301.7143,11.58114,1,1
1527,2020,312.339,114.0643,3,3
1529,2020,231.6164,9.195863,3,3
1531,2020,52.84103,2.732902,2,2
1532,2020,326.1897,119.6817,2,2
1534,2020,243.75,9.646105,2,2
1535,2020,222.3978,8.898954,1,1
1536,2020,337.912,116.8069,3,3
1537,2020,248.462,9.810203,1,1
1540,2020,222.7384,8.878764,2,2
1541,2020,208.89,8.402122,2,2
1542,2020,251.9129,9.906141,2,2
1543,2020,221.5938,8.867147,1,1
1545,2020,51.82635,3.716327,3,3
1550,2020,231.7516,9.20385,2,2
1560,2020,340.8149,128.9707,2,2
1561,2020,207.697,8.065818,1,1
1562,2020,224.627,8.965784,2,2
1564,2020,178.4366,7.065565,2,2
1566,2020,229.2514,9.127042,1,1
1568,2020,241.25,24.27299,3,3
1569,2020,239.0485,9.471675,2,2
1570,2020,225.7414,9.007274,2,2
1571,2020,250.39,9.871142,2,2
1581,2020,309.526,115.8878,2,2
1583,2020,224.0316,8.96146,1,1
1585,2020,225.5536,9.000958,2,2
1588,2020,241.8878,16.8651,2,2
1590,2020,347.1701,121.2767,3,3
1602,2020,220.6275,8.829644,2,2
1603,2020,208.8342,8.417645,1,1
1604,2020,221.6745,8.877225,1,1
1605,2020,226.4489,9.060521,2,2
1606,2020,219.9665,8.811288,1,1
1607,2020,219.2617,8.7682,2,2
1608,2020,224.2484,11.03458,1,1
1609,2020,223.0675,8.914304,2,2
1610,2020,219.939,8.815742,1,1
1611,2020,237.5899,9.409453,1,1
1612,2020,226.8178,9.05427,1,1
1701,2020,377.7838,119.3748,4,4
1702,2020,380.6633,121.3547,4,4
1718,2020,380.7408,170.8532,2,2
1719,2020,274.5885,111.5405,3,3
1720,2020,301.33,133.6752,3,3
1721,2020,332.8512,147.6351,3,3
1730,2020,288.7065,125.2098,3,3
1731,2020,217.1442,73.55315,2,2
1740,2020,175.9974,14.74873,3,3
1741,2020,181.1277,7.117169,1,1
1742,2020,198.4196,67.78731,3,3
1745,2020,342.3214,149.0823,2,2
1746,2020,338.8791,152.2249,2,2
1747,2020,330.2985,147.5012,2,2
1748,2020,317.3257,138.5415,3,3
1749,2020,303.1013,130.1604,3,3
1752,2020,305.7377,132.486,5,5
1754,2020,294.1432,126.5306,2,2
1756,2020,333.7203,141.8276,3,3
1757,2020,297.5024,128.8869,3,3
1760,2020,381.654,125.9097,3,3
1770,2020,325.6943,139.2897,2,2
1772,2020,348.4202,120.3015,3,3
1773,2020,278.9106,126.2639,3,3
1775,2020,305.1637,130.7766,3,3
1776,2020,335.2446,148.1695,2,2
1778,2020,326.3207,148.5061,2,2
1801,2020,363.3999,117.6715,3,3
1803,2020,357.7705,115.6562,3,3
1810,2020,265.1574,116.6934,2,2
1821,2020,348.5443,153.5486,2,2
1824,2020,311.0316,135.7467,2,2
1826,2020,220.2848,18.77352,2,2
1827,2020,351.75,130.6467,3,3
1830,2020,187.9722,7.360712,1,1
1832,2020,194.0276,7.580459,1,1
1833,2020,300.1336,137.968,2,2
1834,2020,174.6372,6.896958,1,1
1835,2020,186.5636,7.314302,1,1
1840,2020,299.6591,137.6421,2,2
1841,2020,311.6371,137.8203,2,2
1843,2020,320.7647,142.1449,2,2
1844,2020,311.1254,137.6933,2,2
1845,2020,302.5376,134.2988,2,2
1850,2020,214.3472,9.864685,2,2
1851,2020,197.73,8.990275,2,2
1852,2020,177.5302,8.314734,2,2
1854,2020,198.7759,8.223213,2,2
1860,2020,199.2169,7.747785,1,1
1862,2020,317.0207,139.1243,2,2
1863,2020,286.7604,123.4353,2,2
1864,2020,338.2227,153.1261,3,3
1867,2020,327.1686,144.865,2,2
1876,2020,326.6729,143.1776,2,2
1879,2020,288.5371,115.6646,3,3
1880,2020,372.3412,122.7215,3,3
1886,2020,305.6669,132.8395,3,3
1887,2020,316.0764,142.0119,2,2
1890,2020,328.9215,146.288,3,3
1901,2020,273.0781,120.5398,2,2
1902,2020,329.8629,147.2348,2,2
1904,2020,286.9512,125.2913,2,2
1905,2020,319.666,144.4329,2,2
1906,2020,203.1516,13.77127,3,3
1907,2020,325.5649,143.319,2,2
1908,2020,344.1722,148.4027,2,2
1913,2020,178.7288,7.033809,1,1
1915,2020,204.2975,8.463573,2,2
1921,2020,287.2118,122.761,2,2
1922,2020,177.3639,9.390659,2,2
1923,2020,295.1623,132.8085,2,2
1929,2020,182.8538,15.16885,2,2
1930,2020,179.6879,8.658269,1,1
1937,2020,42.33333,2.433333,0,0
1938,2020,271.3779,114.0771,2,2
1940,2020,297.119,128.2531,3,3
1944,2020,180.7594,7.096843,1,1
1945,2020,336.4798,148.0473,2,2
1949,2020,284.1729,124.1347,2,2
1950,2020,206.5478,9.814807,2,2
1951,2020,161.3954,6.364344,1,1
1952,2020,165.8641,6.570694,1,1
1960,2020,230.799,13.48968,3,3
1966,2020,204.833,7.995701,1,1
1969,2020,269.7412,120.0011,2,2
1970,2020,185.5898,7.547952,2,2
1982,2020,321.7226,138.8572,2,2
1983,2020,288.5117,122.0327,2,2
1984,2020,305.2567,134.8573,2,2
1985,2020,300.9899,134.6312,2,2
2019,2020,320.7406,144.7452,2,2
2021,2020,290.3076,126.1312,2,2
2025,2020,289.0316,123.5932,2,2
2026,2020,355,115.7633,3,3
2030,2020,322.5819,140.9842,2,2
2032,2020,308.3624,133.8842,2,2
2035,2020,290.0331,123.328,2,2
2038,2020,326.8555,146.2165,2,2
2043,2020,283.1829,124.3732,2,2
2045,2020,329.5033,145.4996,2,2
2047,2020,359.2692,208.6642,2,2
2048,2020,274.6808,117.6944,2,2
2050,2020,339.2169,152.3461,2,2
2052,2020,324.8291,144.8049,2,2
2053,2020,342.5998,151.6371,2,2
2054,2020,317.4767,144.7084,2,2
2056,2020,326.3867,145.7261,2,2
2061,2020,280.2752,129.487,2,2
2062,2020,308.5153,136.7847,2,2
2066,2020,198.7184,8.660919,2,2
2067,2020,178.0295,9.525742,2,2
2071,2020,303.9569,135.4552,2,2
2072,2020,320.321,143.7892,2,2
2081,2020,302.1246,136.1235,2,2
2090,2020,321.429,142.5541,3,3
2093,2020,278.3478,119.9431,3,3
2108,2020,218.0122,68.9762,4,4
2109,2020,181.9648,55.4822,4,4
2110,2020,175.4376,44.76225,5,5
2111,2020,167.2128,42.19399,4,4
2113,2020,192.2279,41.46289,4,4
2114,2020,153.6131,43.56201,4,4
2115,2020,211.0497,60.40801,4,4
2116,2020,207.3817,55.64423,4,4
2118,2020,225.2876,89.91293,4,4
2119,2020,294.75,135.2295,4,4
2120,2020,251.7993,99.75176,3,3
2121,2020,299.4363,131.7481,3,3
2122,2020,327.875,124.2159,3,3
2124,2020,339.2177,133.4984,3,3
2125,2020,297.7766,137.1271,4,4
2126,2020,378.03,126.4408,3,3
2127,2020,272.4494,113.5677,4,4
2128,2020,223.4301,106.1108,3,3
2129,2020,196.0857,79.80419,4,4
2130,2020,289.4783,121.309,3,3
2131,2020,391.6546,119.0423,3,3
2132,2020,372.023,119.4123,3,3
2134,2020,276.4984,89.40298,3,3
2135,2020,329.5669,105.1624,3,3
2136,2020,371.6671,115.4499,3,3
2138,2020,174.2269,41.01836,4,4
2139,2020,174.2747,43.29342,4,4
2140,2020,166.9192,36.10851,3,3
2141,2020,177.8157,47.95976,3,3
2142,2020,149.3805,52.57449,3,3
2143,2020,286.5024,34.50149,4,4
2144,2020,315.7193,38.39526,3,3
2145,2020,269.6171,36.97601,4,4
2148,2020,293.112,139.7304,4,4
2149,2020,278.4037,21.86514,3,3
2150,2020,170.6788,33.61835,1,1
2151,2020,312.1294,23.0773,3,3
2152,2020,211.9599,8.167026,1,1
2155,2020,291.5512,144.1316,4,4
2163,2020,104.3902,19.61951,2,2
2169,2020,196.1826,24.71887,3,3
2170,2020,209.327,30.80572,2,2
2171,2020,194.318,26.33759,1,1
2176,2020,343.6217,154.4456,3,3
2180,2020,364.1428,118.907,3,3
2184,2020,372.3719,119.3564,3,3
2186,2020,258.4991,23.88032,4,4
2188,2020,197.8328,8.577569,2,2
2189,2020,195.2348,7.611992,1,1
2190,2020,196.122,10.00464,2,2
2191,2020,197.8681,7.682011,1,1
2199,2020,227.0606,31.07679,3,3
2203,2020,175.7647,65.22941,3,3
2210,2020,140.6305,51.79409,4,4
2215,2020,164.7196,38.87213,4,4
2301,2020,194.2982,7.775931,2,2
2302,2020,205.5913,7.978023,1,1
2322,2020,166.103,6.617269,1,1
2324,2020,183.3084,7.761255,2,2
2330,2020,134.6814,5.840738,1,1
2332,2020,312.1094,140.4297,2,2
2333,2020,187.0269,7.331573,1,1
2338,2020,201.016,7.792923,1,1
2339,2020,293.4907,135.2513,2,2
2341,2020,206.4207,20.54902,2,2
2343,2020,336.2138,148.5854,2,2
2346,2020,284.962,124.2962,2,2
2347,2020,318.4926,141.1848,2,2
2351,2020,314.967,140.6115,2,2
2356,2020,310.2967,137.6142,2,2
2357,2020,143.125,45.5615,2,2
2359,2020,229.3574,55.11393,2,2
2360,2020,255.9032,116.3596,2,2
2364,2020,299.1166,129.3224,2,2
2366,2020,20.66667,2.433333,0,0
2367,2020,203.8094,24.92116,2,2
2368,2020,323.4651,144.1326,2,2
2370,2020,295.056,128.9382,2,2
2375,2020,286.581,124.4031,2,2
2379,2020,164.1685,7.494434,2,2
2382,2020,192.2621,7.524336,1,1
2420,2020,386.8347,126.6497,3,3
2421,2020,345.2022,107.1503,3,3
2445,2020,277.4987,34.76162,4,4
2446,2020,281.3989,35.78082,4,4
2451,2020,363.5808,109.823,3,3
2452,2020,343.4258,104.495,3,3
2453,2020,364.0117,109.2476,3,3
2457,2020,118.5208,22.682,2,2
2458,2020,374.5827,121.03,3,3
2459,2020,367.5303,123.9609,3,3
2460,2020,376.0671,120.8432,3,3
2461,2020,374.2929,123.1791,3,3
2462,2020,318.2481,109.355,3,3
2464,2020,380.3386,123.2216,3,3
2465,2020,375.2391,129.181,3,3
2466,2020,328.359,112.444,3,3
2467,2020,294.4095,72.3329,3,3
2468,2020,387.6084,134.4781,3,3
2472,2020,308.3713,23.34851,3,3
2474,2020,377.2947,126.4328,3,3
2476,2020,401.5952,130.4833,3,3
2478,2020,327.7074,147.6709,3,3
2481,2020,321.5781,140.8813,3,3
2482,2020,332.134,148.5127,2,2
2492,2020,390.1325,130.7392,3,3
2493,2020,275.061,121.9504,2,2
2494,2020,368.5953,118.1825,3,3
2532,2020,182.7654,33.34118,2,2
2534,2020,139.3096,6.255146,1,1
2535,2020,139.6918,6.31946,1,1
2536,2020,180.7181,7.651868,1,1
2537,2020,159.6391,6.960242,1,1
2538,2020,277.8391,128.9776,2,2
2539,2020,124.9756,6.983426,1,1
2540,2020,174.1487,7.41053,1,1
2542,2020,45.34222,3.236841,1,1
2543,2020,115.0769,5.521018,2,2
2553,2020,174.9462,7.489419,1,1
2554,2020,141.5651,6.393027,1,1
2556,2020,182.8347,7.706889,1,1
2557,2020,128.4655,5.886309,1,1
2558,2020,280.8377,141.9494,2,2
2559,2020,170.8222,7.31597,1,1
2561,2020,148.75,14.18486,2,2
2562,2020,165.2926,7.154292,1,1
2563,2020,149.151,6.60383,1,1
2564,2020,140.9151,6.389938,1,1
2568,2020,164.6984,7.113636,1,1
2571,2020,264.6588,120.0128,2,2
2575,2020,129.4153,5.994743,1,1
2576,2020,282.733,131.7913,2,2
2584,2020,233.6667,9.485333,1,1
2601,2020,147.8769,6.525206,1,1
2630,2020,151.8176,6.684535,1,1
2631,2020,160.1087,6.965479,1,1
2632,2020,178.0447,8.64546,1,1
2633,2020,190.6262,7.965515,1,1
2635,2020,174.463,7.444769,1,1
2637,2020,182.8354,7.660537,1,1
2638,2020,172.812,7.360059,1,1
2639,2020,175.6771,7.464257,1,1
2641,2020,150.3788,6.596465,1,1
2642,2020,183.741,7.761484,1,1
2643,2020,102.8679,5.160415,1,1
2644,2020,163.6228,7.097869,1,1
2645,2020,171.2926,7.345205,1,1
2646,2020,177.9125,7.54351,1,1
2647,2020,187.0872,7.833721,1,1
2648,2020,174.767,7.459202,1,1
2649,2020,163.3451,7.075498,1,1
2650,2020,180.8005,7.662463,1,1
2651,2020,233.6667,9.485333,1,1
2652,2020,118.3046,5.615287,1,1
2653,2020,162.8331,7.040731,1,1
2655,2020,173.0213,7.372826,1,1
2657,2020,153.6519,6.745998,1,1
2659,2020,185.4462,7.785963,1,1
2660,2020,151.9491,6.684732,1,1
2663,2020,180.1887,7.737245,1,1
2664,2020,178.2059,7.892676,2,2
2666,2020,161.0568,7.055055,1,1
2667,2020,164.4651,7.120057,1,1
2668,2020,129.4497,8.820361,1,1
2669,2020,218.369,8.893848,1,1
2670,2020,184.9655,7.75842,1,1
2671,2020,178.6297,7.557062,1,1
2672,2020,140.3294,6.213048,1,1
2673,2020,175.3255,7.452222,1,1
2675,2020,156.6956,6.854992,1,1
2702,2020,154.6996,10.24925,2,2
2703,2020,194.7601,8.916315,3,3
2713,2020,22.45455,2.488312,0,0
2715,2020,194.3252,7.507743,1,1
2717,2020,296.8399,128.4009,2,2
2718,2020,260.5318,113.4659,2,2
2719,2020,192.9313,8.04992,1,1
2720,2020,181.4179,7.1458,1,1
2721,2020,181.245,7.140004,3,3
2723,2020,185.2777,7.289183,1,1
2724,2020,210.8038,8.151416,1,1
2725,2020,183.0605,7.151283,1,1
2726,2020,208.9795,8.091978,1,1
2738,2020,283.436,127.4994,2,2
2739,2020,313.0716,143.1165,2,2
2740,2020,166.791,7.161803,1,1
2743,2020,206.6995,30.1854,2,2
2744,2020,178.0385,7.53118,1,1
2745,2020,188.1928,7.606326,1,1
2746,2020,180.4659,7.602193,1,1
2747,2020,158.3992,7.596332,3,3
2748,2020,184.7445,7.801696,2,2
2760,2020,309.3339,135.9491,2,2
2762,2020,202.4317,20.23825,2,2
2763,2020,333.3202,145.5728,2,2
2764,2020,253.2686,68.3067,2,2
2766,2020,192.9144,9.141356,2,2
2767,2020,290.1902,130.93,2,2
2769,2020,194.1612,8.330805,2,2
2770,2020,298.0094,131.4866,2,2
2771,2020,194.4588,7.586165,1,1
2777,2020,195.0529,7.595757,1,1
2779,2020,289.2721,108.7036,2,2
2780,2020,293.7278,129.6326,2,2
2790,2020,233.554,9.52691,3,3
2791,2020,220.2808,9.363835,1,1
2802,2020,309.1771,134.9296,2,2
2804,2020,299.0659,120.8695,2,2
2806,2020,391.1151,60.57782,3,3
2807,2020,18.52205,2.131598,0,0
2808,2020,296.5768,115.5911,2,2
2809,2020,339.2923,12.0476,2,2
2812,2020,276.9452,114.7754,2,2
2813,2020,277.7885,124.6511,2,2
2814,2020,326.9412,137.4055,2,2
2815,2020,213.6897,81.19369,2,2
2816,2020,350.6656,154.2825,2,2
2817,2020,244.6917,85.05205,2,2
2818,2020,324.0128,141.9709,2,2
2822,2020,263.625,108.8585,2,2
2825,2020,277.9619,159.3552,2,2
2826,2020,311,134.2687,2,2
2827,2020,315.8599,146.7243,2,2
2828,2020,358.8836,160.4599,2,2
2830,2020,331.6726,135.3483,2,2
2831,2020,317.0094,134.231,2,2
2832,2020,308.5376,134.3418,2,2
2833,2020,307.3105,136.1595,2,2
2835,2020,198.7312,7.659299,1,1
2836,2020,339.9419,150.392,2,2
2837,2020,188.5469,7.775433,2,2
2838,2020,311.6637,130.081,2,2
2839,2020,333.9149,134.5448,2,2
2840,2020,196.9765,7.907848,1,1
2841,2020,142.4795,5.733475,1,1
2842,2020,195.3474,7.696698,1,1
2852,2020,281.9789,120.1171,2,2
2857,2020,305.0195,111.9673,2,2
2858,2020,327.3304,110.3658,2,2
2859,2020,308.491,132.0263,3,3
2860,2020,316.3208,140.8505,2,2
2861,2020,334.8801,149.5051,3,3
2863,2020,338.0629,151.5299,2,2
2864,2020,339.3188,149.9133,2,2
2865,2020,305.3432,133.6453,2,2
2871,2020,192.6705,7.449075,1,1
2872,2020,49.28297,2.575912,1,1
2873,2020,206.8594,34.45469,2,2
2874,2020,297.7245,130.6169,2,2
2875,2020,313.0625,117.4647,2,2
2876,2020,269.84,111.5494,2,2
2878,2020,214.0214,8.183361,1,1
2879,2020,295.7124,133.9961,2,2
2881,2020,312.671,119.181,2,2
2882,2020,335.7354,153.423,2,2
2885,2020,348.7905,12.60113,2,2
2886,2020,315.9141,140.4538,2,2
2888,2020,352.4289,156.3113,2,2
2889,2020,366.8748,162.0537,2,2
2891,2020,318.3061,144.5463,2,2
2892,2020,244.3901,44.94537,2,2
2893,2020,351.1398,154.9327,2,2
2894,2020,329.6,113.935,2,2
2895,2020,332.9319,146.7327,2,2
2896,2020,291.4628,119.8867,2,2
2898,2020,253.9036,107.5554,2,2
2903,2020,252.2895,103.4561,2,2
2904,2020,322.9048,141.8823,2,2
2905,2020,321.0434,139.6653,2,2
2906,2020,337.9305,150.5375,2,2
2907,2020,316.4546,143.3797,2,2
2908,2020,343.7682,153.6304,2,2
2909,2020,327.1021,145.445,2,2
2910,2020,340.2592,152.1751,2,2
2911,2020,336.134,146.7457,2,2
2912,2020,346.4445,153.8833,2,2
2914,2020,321.4069,142.8987,2,2
2915,2020,343.5503,150.5752,2,2
2916,2020,349.4154,152.7563,2,2
2917,2020,312.2867,138.0683,2,2
2919,2020,326.8808,143.1526,2,2
2920,2020,337.411,149.275,2,2
2921,2020,336.8618,146.0191,2,2
3031,2020,156.8047,8.206835,3,3
3032,2020,152.2418,7.168601,2,2
3033,2020,178.3055,7.209642,1,1
3034,2020,161.0816,6.693078,1,1
3036,2020,288.4762,140.5294,3,3
3037,2020,179.877,9.897517,1,1
3038,2020,215.6033,47.40644,3,3
3042,2020,250.6316,110.3245,2,2
3043,2020,150.3314,7.732402,2,2
3044,2020,244.6589,57.35398,3,3
3045,2020,169.6217,10.01553,2,2
3046,2020,209.4958,169.6393,2,2
3047,2020,47.03174,8.677754,1,1
3048,2020,103.1477,6.008448,2,2
3049,2020,288.1752,54.78846,4,4
3051,2020,247.6522,115.7031,2,2
3052,2020,189.0014,46.09666,2,2
3053,2020,212.894,61.31384,2,2
3054,2020,141.7714,11.75005,2,2
3055,2020,158.0657,8.07952,3,3
3057,2020,171.9174,6.771289,1,1
3060,2020,198.3001,52.48883,2,2
3062,2020,219.7065,84.30197,3,3
3063,2020,143.871,19.7485,3,3
3064,2020,266.8494,125.3767,2,2
3070,2020,172.7074,17.56223,3,3
3071,2020,166.4572,6.929125,1,1
3076,2020,175.3365,29.40424,2,2
3077,2020,184.9433,10.23952,2,2
3079,2020,276.0223,125.4572,2,2
3082,2020,140.1654,44.93256,2,2
3084,2020,134.4844,5.511614,1,1
3086,2020,255.9424,53.06206,2,2
3087,2020,267.3769,108.1458,2,2
3101,2020,125.3612,7.31325,1,1
3102,2020,166.8448,6.706671,1,1
3103,2020,161.2751,7.393885,1,1
3104,2020,160.0709,7.978218,1,1
3106,2020,133.7092,5.686298,1,1
3109,2020,152.0824,7.656366,1,1
3110,2020,204.1295,78.0451,2,2
3215,2020,146.5492,6.935426,1,1
3216,2020,267.5701,58.65748,2,2
3217,2020,164.4042,7.942585,1,1
3218,2020,150.4603,21.98912,2,2
3220,2020,124.3763,7.505581,2,2
3221,2020,154.7607,58.42318,2,2
3222,2020,129.1026,8.381261,2,2
3223,2020,165.3417,7.507334,2,2
3224,2020,132.755,5.994477,1,1
3225,2020,265.8363,63.13658,3,3
3226,2020,131.5939,7.498408,2,2
3227,2020,45.44133,24.04225,2,2
3229,2020,226.4106,46.4258,3,3
3230,2020,87.13415,5.054493,2,2
3231,2020,249.9041,52.08907,2,2
3233,2020,316.4423,68.13461,2,2
3234,2020,178.9216,12.64341,3,3
3235,2020,143.9505,9.248834,3,3
3237,2020,140.2184,10.07543,3,3
3238,2020,243.069,10.31379,1,1
3240,2020,20.84205,2.686809,0,0
3241,2020,154.4921,8.170362,2,2
3242,2020,219.4089,45.77689,2,2
3243,2020,99.92276,4.79599,2,2
3244,2020,218.9486,64.14165,3,3
3245,2020,162.2797,7.286505,1,1
3246,2020,119.9767,7.618761,2,2
3249,2020,119.0228,7.079042,3,3
3251,2020,144.4069,6.478334,1,1
3253,2020,120.9336,7.707131,3,3
3254,2020,177.2012,8.541614,4,4
3255,2020,108.5046,43.94733,2,2
3256,2020,116.149,6.706361,2,2
3257,2020,224.2809,45.25381,3,3
3258,2020,242.737,42.58232,3,3
3259,2020,28.37079,3.341423,1,1
3260,2020,132.3887,44.01362,2,2
3261,2020,187.7153,10.48219,2,2
3262,2020,150.4099,7.004405,1,1
3263,2020,151.9464,9.348974,2,2
3264,2020,176.2226,8.396456,2,2
3266,2020,159.3509,7.255132,2,2
3268,2020,187.9965,61.27245,2,2
3269,2020,125.3336,7.29011,1,1
3273,2020,173.7134,65.423,1,1
3275,2020,160.9181,6.766331,1,1
3276,2020,122.1326,7.404066,2,2
3278,2020,145.4873,53.52813,2,2
