GEO_ID,NAME,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,
860Z200US19518,ZCTA5 19518,596,282,240,163,0,18,5,9,123,133,112,91,356,212,59,76,62,64,138,181,97,86,
860Z200US19520,ZCTA5 19520,97,45,50,36,20,26,16,28,9,12,5,8,47,35,1,3,0,16,25,29,21,16,
860Z200US19522,ZCTA5 19522,546,337,335,294,15,25,169,117,139,206,12,17,211,161,17,27,92,116,38,37,64,63,
860Z200US19523,ZCTA5 19523,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19525,ZCTA5 19525,363,172,140,94,0,18,0,18,40,50,100,79,223,114,0,18,0,18,65,45,158,113,
860Z200US19526,ZCTA5 19526,189,100,94,64,17,21,68,61,9,15,0,18,95,64,28,32,16,25,0,18,51,45,
860Z200US19529,ZCTA5 19529,19,19,17,20,1,5,16,19,0,11,0,11,2,3,0,11,0,11,0,11,2,3,
860Z200US19530,ZCTA5 19530,451,236,295,167,20,32,71,70,137,119,67,95,156,127,11,18,110,119,23,28,12,20,
860Z200US19533,ZCTA5 19533,321,77,251,64,104,55,122,62,25,21,0,16,70,42,3,7,51,36,14,14,2,5,
860Z200US19534,ZCTA5 19534,29,33,29,33,21,33,8,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19535,ZCTA5 19535,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19536,ZCTA5 19536,7,11,7,11,0,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19538,ZCTA5 19538,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19539,ZCTA5 19539,42,40,21,33,0,11,0,11,21,33,0,11,21,24,0,11,0,11,0,11,21,24,
860Z200US19540,ZCTA5 19540,261,126,157,82,83,58,11,20,44,51,19,27,104,68,0,18,0,18,8,12,96,69,
860Z200US19541,ZCTA5 19541,219,218,41,35,2,4,39,34,0,11,0,11,178,215,2,4,0,11,173,215,3,5,
860Z200US19543,ZCTA5 19543,161,150,136,145,0,16,0,16,0,16,136,145,25,37,18,30,7,13,0,16,0,16,
860Z200US19544,ZCTA5 19544,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19545,ZCTA5 19545,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19547,ZCTA5 19547,7,13,0,11,0,11,0,11,0,11,0,11,7,13,0,11,3,7,4,11,0,11,
860Z200US19549,ZCTA5 19549,7,9,3,5,2,3,0,11,1,4,0,11,4,6,0,11,0,11,1,4,3,5,
860Z200US19550,ZCTA5 19550,137,103,111,94,46,48,65,53,0,11,0,11,26,27,0,11,13,20,13,18,0,11,
860Z200US19551,ZCTA5 19551,184,106,113,65,70,54,43,32,0,11,0,11,71,47,42,43,18,18,0,11,11,11,
860Z200US19554,ZCTA5 19554,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19555,ZCTA5 19555,58,41,44,37,0,11,30,34,14,16,0,11,14,14,0,11,4,7,10,12,0,11,
860Z200US19559,ZCTA5 19559,2,4,2,4,0,11,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19560,ZCTA5 19560,1093,432,609,340,91,65,389,306,78,47,51,52,484,178,107,114,184,77,145,75,48,27,
860Z200US19562,ZCTA5 19562,106,67,63,50,0,11,41,39,22,30,0,11,43,46,20,39,6,10,17,16,0,11,
860Z200US19564,ZCTA5 19564,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,
860Z200US19565,ZCTA5 19565,208,101,133,74,39,57,64,56,13,38,17,23,75,45,11,20,30,33,25,30,9,10,
860Z200US19567,ZCTA5 19567,164,89,116,69,39,47,42,38,9,14,26,40,48,36,0,16,46,35,2,5,0,16,
860Z200US19601,ZCTA5 19601,12805,760,6396,514,2252,357,2928,412,757,240,459,176,6409,534,2793,436,1469,358,1600,325,547,186,
860Z200US19602,ZCTA5 19602,6483,667,3272,425,1541,326,1250,294,339,170,142,94,3211,377,932,219,1323,294,614,159,342,144,
860Z200US19604,ZCTA5 19604,11388,883,5541,563,2233,434,2295,378,714,334,299,110,5847,588,2350,366,1547,347,1519,435,431,163,
860Z200US19605,ZCTA5 19605,2633,417,1373,300,432,208,517,135,330,178,94,79,1260,250,211,91,450,155,400,126,199,124,
860Z200US19606,ZCTA5 19606,3504,483,1606,266,316,116,668,193,356,129,266,114,1898,322,289,115,485,192,612,221,512,164,
860Z200US19607,ZCTA5 19607,2789,552,1312,320,158,89,520,189,297,106,337,270,1477,371,226,143,489,229,503,234,259,110,
860Z200US19608,ZCTA5 19608,1307,426,504,178,39,35,122,71,252,124,91,102,803,366,11,22,199,98,180,106,413,335,
860Z200US19609,ZCTA5 19609,1396,441,636,245,54,63,206,184,114,119,262,133,760,303,103,100,99,74,251,184,307,246,
860Z200US19610,ZCTA5 19610,850,310,443,188,8,13,133,115,134,85,168,74,407,189,27,32,132,100,80,67,168,122,
860Z200US19611,ZCTA5 19611,2130,361,833,175,239,136,391,125,114,72,89,68,1297,277,357,154,325,102,342,166,273,155,
860Z200US19701,ZCTA5 19701,3114,544,1438,276,588,207,291,136,236,139,323,167,1676,366,373,155,436,205,411,220,456,214,
860Z200US19702,ZCTA5 19702,3673,648,2044,434,823,271,404,230,544,244,273,153,1629,347,517,206,482,206,231,112,399,179,
860Z200US19703,ZCTA5 19703,812,268,351,153,96,72,83,71,102,90,70,59,461,194,27,35,304,181,88,72,42,48,
860Z200US19706,ZCTA5 19706,97,133,97,133,0,13,0,13,0,13,97,133,0,13,0,13,0,13,0,13,0,13,
860Z200US19707,ZCTA5 19707,255,147,76,69,0,20,0,20,19,31,57,58,179,109,8,19,0,20,18,28,153,99,
860Z200US19709,ZCTA5 19709,1573,287,625,203,151,79,147,122,104,110,223,120,948,209,279,117,134,115,288,156,247,118,
860Z200US19710,ZCTA5 19710,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19711,ZCTA5 19711,2354,389,1273,262,239,93,183,101,248,168,603,220,1081,233,276,119,192,98,261,136,352,134,
860Z200US19713,ZCTA5 19713,3030,605,1367,299,583,209,455,185,274,146,55,41,1663,439,318,136,318,146,512,358,515,214,
860Z200US19716,ZCTA5 19716,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19717,ZCTA5 19717,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,
860Z200US19720,ZCTA5 19720,5364,648,2940,420,1123,303,907,278,556,205,354,177,2424,378,626,160,1027,273,441,125,330,159,
860Z200US19730,ZCTA5 19730,6,12,3,6,0,13,2,5,0,13,1,4,3,8,1,3,0,13,0,13,2,6,
860Z200US19731,ZCTA5 19731,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19732,ZCTA5 19732,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19733,ZCTA5 19733,76,113,50,74,0,13,50,74,0,13,0,13,26,39,0,13,26,39,0,13,0,13,
860Z200US19734,ZCTA5 19734,358,207,162,95,84,85,26,37,47,44,5,7,196,128,0,20,52,75,89,62,55,50,
860Z200US19735,ZCTA5 19735,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19736,ZCTA5 19736,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19801,ZCTA5 19801,732,226,378,126,89,62,121,84,78,63,90,55,354,140,80,50,87,70,81,51,106,93,
860Z200US19802,ZCTA5 19802,991,377,459,200,140,94,139,106,167,138,13,15,532,271,18,32,189,116,91,79,234,186,
860Z200US19803,ZCTA5 19803,643,281,419,224,0,24,47,71,31,35,341,185,224,127,46,47,11,14,67,45,100,95,
860Z200US19804,ZCTA5 19804,1519,519,843,325,421,238,248,110,125,103,49,36,676,236,195,133,128,86,260,173,93,67,
860Z200US19805,ZCTA5 19805,5045,658,2550,400,1008,264,1159,247,223,153,160,87,2495,366,1128,248,890,242,289,139,188,100,
860Z200US19806,ZCTA5 19806,279,188,74,58,0,20,29,36,19,29,26,26,205,162,0,20,2,3,42,42,161,154,
860Z200US19807,ZCTA5 19807,95,61,76,54,0,18,13,20,0,18,63,49,19,23,0,18,0,18,0,18,19,23,
860Z200US19808,ZCTA5 19808,2842,531,1541,352,552,202,545,281,235,149,209,105,1301,293,353,148,402,213,166,82,380,188,
860Z200US19809,ZCTA5 19809,240,125,176,111,0,20,66,82,11,14,99,76,64,43,0,20,6,10,13,20,45,37,
860Z200US19810,ZCTA5 19810,295,114,157,75,24,28,39,50,24,23,70,39,138,87,12,19,45,36,42,60,39,34,
860Z200US19901,ZCTA5 19901,2493,353,1080,253,290,147,235,123,155,100,400,226,1413,223,277,178,648,186,399,158,89,52,
860Z200US19902,ZCTA5 19902,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19904,ZCTA5 19904,1530,351,638,222,159,140,148,95,217,118,114,92,892,231,46,51,253,142,335,167,258,113,
860Z200US19930,ZCTA5 19930,22,21,9,11,0,13,9,11,0,13,0,13,13,17,0,13,0,13,2,6,11,14,
860Z200US19931,ZCTA5 19931,50,100,25,58,0,13,0,13,0,13,25,58,25,53,0,13,0,13,25,53,0,13,
860Z200US19933,ZCTA5 19933,796,233,430,142,357,128,30,24,42,34,1,3,366,144,155,63,138,126,48,33,25,33,
860Z200US19934,ZCTA5 19934,551,264,234,129,115,108,53,43,19,24,47,49,317,165,5,9,211,155,27,25,74,63,
860Z200US19936,ZCTA5 19936,64,73,33,40,0,13,19,23,8,13,6,11,31,38,29,38,0,13,2,4,0,13,
860Z200US19938,ZCTA5 19938,244,117,124,73,45,43,47,47,28,30,4,10,120,73,5,11,59,59,31,29,25,32,
860Z200US19939,ZCTA5 19939,93,63,12,13,0,18,5,9,6,10,1,3,81,61,42,53,22,23,17,26,0,18,
860Z200US19940,ZCTA5 19940,339,149,207,140,165,131,22,37,12,13,8,17,132,62,29,41,6,10,0,18,97,76,
860Z200US19941,ZCTA5 19941,124,83,81,60,16,18,41,49,22,32,2,3,43,33,23,26,0,13,20,19,0,13,
860Z200US19943,ZCTA5 19943,377,191,183,112,0,20,33,33,85,71,65,64,194,111,4,9,59,67,42,41,89,78,
860Z200US19944,ZCTA5 19944,4,7,4,7,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,
860Z200US19945,ZCTA5 19945,338,238,187,135,56,48,125,111,0,18,6,10,151,107,96,89,17,28,29,37,9,15,
860Z200US19946,ZCTA5 19946,43,38,26,22,13,17,11,16,0,18,2,5,17,20,9,16,6,11,0,18,2,6,
860Z200US19947,ZCTA5 19947,2904,421,1631,280,838,275,562,288,100,63,131,88,1273,231,876,210,141,85,188,125,68,56,
860Z200US19950,ZCTA5 19950,337,175,124,84,10,17,33,35,81,69,0,18,213,106,39,47,73,62,74,71,27,23,
860Z200US19951,ZCTA5 19951,50,51,28,31,0,13,6,6,0,13,22,31,22,22,0,13,6,8,0,13,16,21,
860Z200US19952,ZCTA5 19952,181,149,75,91,0,20,14,23,61,88,0,20,106,122,4,8,0,20,8,14,94,120,
860Z200US19953,ZCTA5 19953,145,64,144,64,31,42,0,13,0,13,113,50,1,3,0,13,0,13,1,3,0,13,
860Z200US19954,ZCTA5 19954,38,33,30,33,10,14,0,13,20,30,0,13,8,8,0,13,3,4,5,7,0,13,
860Z200US19955,ZCTA5 19955,14,23,5,7,5,7,0,13,0,13,0,13,9,16,9,16,0,13,0,13,0,13,
860Z200US19956,ZCTA5 19956,710,297,366,227,251,232,31,33,21,33,63,60,344,170,179,145,50,42,115,102,0,20,
860Z200US19958,ZCTA5 19958,737,222,454,167,117,112,106,64,86,57,145,101,283,102,12,19,41,39,35,33,195,90,
860Z200US19960,ZCTA5 19960,598,173,299,116,149,82,134,114,16,32,0,18,299,112,54,49,83,45,130,98,32,43,
860Z200US19962,ZCTA5 19962,506,224,257,176,92,102,134,141,7,18,24,35,249,101,14,29,49,65,141,80,45,43,
860Z200US19963,ZCTA5 19963,1114,318,545,202,222,152,122,71,91,79,110,103,569,158,211,128,238,94,58,41,62,52,
860Z200US19964,ZCTA5 19964,80,79,58,63,0,13,28,49,28,42,2,12,22,44,0,13,0,13,22,44,0,13,
860Z200US19966,ZCTA5 19966,1169,383,688,209,410,188,187,114,43,39,48,44,481,205,266,182,91,64,70,48,54,36,
860Z200US19967,ZCTA5 19967,26,31,16,28,0,13,0,13,7,14,9,16,10,11,0,13,5,7,1,3,4,7,
860Z200US19968,ZCTA5 19968,375,174,265,150,18,28,106,83,25,38,116,90,110,65,43,41,30,39,14,21,23,26,
860Z200US19970,ZCTA5 19970,142,99,43,36,0,18,0,18,26,29,17,22,99,84,6,9,0,18,60,77,33,32,
860Z200US19971,ZCTA5 19971,220,97,139,70,0,20,46,50,33,33,60,47,81,44,11,15,13,18,18,17,39,28,
860Z200US19973,ZCTA5 19973,966,261,479,176,158,115,166,91,79,56,76,65,487,153,246,109,131,76,108,61,2,13,
860Z200US19975,ZCTA5 19975,357,157,152,79,54,37,80,59,18,17,0,18,205,122,48,24,44,43,72,59,41,41,
860Z200US19977,ZCTA5 19977,927,344,663,270,137,138,293,148,99,85,134,100,264,152,49,55,115,103,12,50,88,81,
860Z200US19979,ZCTA5 19979,5,7,5,7,1,3,2,4,2,4,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US19980,ZCTA5 19980,2,4,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,2,4,0,13,
860Z200US20001,ZCTA5 20001,3251,457,1693,334,121,99,132,111,238,122,1202,322,1558,333,164,102,94,83,310,250,990,243,
860Z200US20002,ZCTA5 20002,3742,593,1982,388,110,87,246,195,152,98,1474,328,1760,327,304,199,84,57,237,101,1135,229,
860Z200US20003,ZCTA5 20003,1587,365,827,224,16,26,64,57,90,68,657,191,760,233,20,29,61,70,89,82,590,176,
860Z200US20004,ZCTA5 20004,278,112,93,61,0,14,0,14,0,14,93,61,185,90,31,50,0,14,0,14,154,78,
860Z200US20005,ZCTA5 20005,1874,418,701,245,95,48,0,22,0,22,606,238,1173,359,199,81,25,41,326,268,623,291,
860Z200US20006,ZCTA5 20006,75,38,40,36,0,14,0,14,14,22,26,27,35,14,0,14,0,14,27,6,8,12,
860Z200US20007,ZCTA5 20007,2087,521,1043,329,149,152,25,30,35,41,834,296,1044,278,63,57,26,39,161,119,794,228,
860Z200US20008,ZCTA5 20008,2254,427,1108,284,66,63,76,55,93,84,873,256,1146,330,56,54,51,48,45,52,994,295,
860Z200US20009,ZCTA5 20009,5734,829,3274,628,218,87,283,175,180,162,2593,587,2460,472,272,174,321,141,137,129,1730,424,
860Z200US20010,ZCTA5 20010,6090,781,3120,522,965,328,577,245,388,164,1190,332,2970,416,1135,291,504,155,254,143,1077,243,
860Z200US20011,ZCTA5 20011,8328,1196,4454,764,1681,497,776,269,750,292,1247,257,3874,561,1473,382,865,276,367,133,1169,436,
860Z200US20012,ZCTA5 20012,2036,549,755,264,235,138,134,92,202,127,184,97,1281,415,291,160,354,244,244,165,392,158,
860Z200US20015,ZCTA5 20015,1309,401,519,230,64,92,0,22,25,28,430,203,790,258,206,185,16,26,30,36,538,189,
860Z200US20016,ZCTA5 20016,1867,338,805,237,0,30,164,169,59,53,582,167,1062,231,25,32,66,63,119,80,852,221,
860Z200US20017,ZCTA5 20017,1424,344,825,245,251,169,88,93,266,174,220,85,599,169,170,101,71,61,34,32,324,133,
860Z200US20018,ZCTA5 20018,1062,385,585,265,267,183,118,119,72,68,128,66,477,179,83,68,128,98,104,94,162,81,
860Z200US20019,ZCTA5 20019,1829,519,1040,341,115,77,465,329,89,65,371,194,789,272,78,88,120,85,248,127,343,181,
860Z200US20020,ZCTA5 20020,760,262,428,137,110,86,52,49,128,87,138,76,332,176,18,28,74,54,128,104,112,84,
860Z200US20024,ZCTA5 20024,1143,476,692,310,0,22,183,194,25,40,484,199,451,237,41,40,88,125,36,50,286,138,
860Z200US20032,ZCTA5 20032,655,208,228,125,52,64,48,44,74,65,54,66,427,142,11,17,88,71,90,66,238,115,
860Z200US20036,ZCTA5 20036,306,155,228,135,0,14,0,14,23,32,205,129,78,64,7,17,0,14,0,14,71,63,
860Z200US20037,ZCTA5 20037,1028,367,473,200,0,22,0,22,22,29,451,195,555,306,38,63,0,22,7,12,510,298,
860Z200US20045,ZCTA5 20045,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20052,ZCTA5 20052,6,11,0,14,0,14,0,14,0,14,0,14,6,11,0,14,0,14,0,14,6,11,
860Z200US20057,ZCTA5 20057,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20059,ZCTA5 20059,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20064,ZCTA5 20064,8,12,3,5,0,14,0,14,0,14,3,5,5,10,0,14,0,14,4,9,1,3,
860Z200US20105,ZCTA5 20105,1813,424,1023,280,134,161,77,80,330,211,482,191,790,306,34,53,280,276,148,107,328,127,
860Z200US20106,ZCTA5 20106,124,107,77,89,26,34,0,13,51,80,0,13,47,45,20,26,0,13,27,40,0,13,
860Z200US20109,ZCTA5 20109,11553,1528,6192,966,1982,430,1979,513,1349,355,882,385,5361,760,2019,445,1472,387,945,253,925,386,
860Z200US20110,ZCTA5 20110,10135,421,5269,303,1990,434,1565,374,969,256,745,231,4866,221,1590,296,1799,288,706,191,771,213,
860Z200US20111,ZCTA5 20111,8069,772,4407,513,1722,502,1498,328,579,222,608,250,3662,420,1298,270,967,258,854,246,543,195,
860Z200US20112,ZCTA5 20112,2368,643,1278,343,284,115,258,99,326,155,410,235,1090,346,218,102,272,131,161,72,439,233,
860Z200US20115,ZCTA5 20115,824,301,452,221,261,189,115,84,16,29,60,52,372,134,67,60,87,69,87,98,131,82,
860Z200US20117,ZCTA5 20117,44,44,43,44,0,13,0,13,34,43,9,11,1,3,0,13,0,13,1,3,0,13,
860Z200US20119,ZCTA5 20119,145,159,79,84,35,70,0,13,22,32,22,35,66,78,0,13,38,70,28,38,0,13,
860Z200US20120,ZCTA5 20120,3803,787,1934,415,481,200,533,179,421,198,499,213,1869,450,384,214,394,189,543,213,548,206,
860Z200US20121,ZCTA5 20121,3467,871,1689,499,208,163,383,206,622,287,476,179,1778,531,275,172,590,377,584,256,329,92,
860Z200US20124,ZCTA5 20124,476,177,203,100,0,21,0,21,19,20,184,97,273,104,15,16,38,31,60,54,160,87,
860Z200US20129,ZCTA5 20129,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US20130,ZCTA5 20130,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US20132,ZCTA5 20132,1072,316,443,148,123,87,103,72,37,32,180,91,629,228,195,169,23,26,225,127,186,128,
860Z200US20135,ZCTA5 20135,92,72,62,68,0,13,0,13,49,64,13,23,30,30,0,13,10,16,7,12,13,22,
860Z200US20136,ZCTA5 20136,2832,636,1468,408,160,129,496,277,348,192,464,141,1364,306,246,185,335,206,281,107,502,190,
860Z200US20137,ZCTA5 20137,188,102,135,84,36,27,17,28,36,29,46,59,53,36,35,27,0,13,0,13,18,24,
860Z200US20141,ZCTA5 20141,260,159,89,71,0,19,0,19,5,9,84,71,171,121,0,19,17,21,68,96,86,72,
860Z200US20143,ZCTA5 20143,26,36,0,13,0,13,0,13,0,13,0,13,26,36,0,13,0,13,0,13,26,36,
860Z200US20144,ZCTA5 20144,103,132,28,48,28,48,0,13,0,13,0,13,75,92,66,90,0,13,9,16,0,13,
860Z200US20147,ZCTA5 20147,4212,476,2036,294,208,128,257,112,689,188,882,202,2176,302,255,109,399,166,472,154,1050,219,
860Z200US20148,ZCTA5 20148,2657,503,1280,286,9,25,140,107,328,163,803,244,1377,307,58,58,164,99,350,158,805,225,
860Z200US20151,ZCTA5 20151,2144,419,1116,276,221,146,311,138,294,113,290,162,1028,216,170,112,347,171,170,82,341,130,
860Z200US20152,ZCTA5 20152,1883,394,764,231,157,118,95,96,161,111,351,152,1119,226,117,81,230,80,142,78,630,214,
860Z200US20155,ZCTA5 20155,2880,663,1360,448,60,70,221,99,478,191,601,304,1520,320,110,72,280,100,499,151,631,251,
860Z200US20158,ZCTA5 20158,130,70,99,62,7,12,0,13,28,28,64,65,31,25,0,13,7,11,18,23,6,9,
860Z200US20164,ZCTA5 20164,10306,881,5420,550,2196,483,1279,334,1263,365,682,249,4886,469,2000,371,1056,296,756,255,1074,277,
860Z200US20165,ZCTA5 20165,2631,448,1244,262,105,61,286,176,226,94,627,204,1387,282,139,86,131,81,515,205,602,190,
860Z200US20166,ZCTA5 20166,1831,461,953,296,272,150,122,80,229,111,330,156,878,222,295,162,183,93,96,72,304,115,
860Z200US20169,ZCTA5 20169,1507,484,758,228,30,31,176,136,225,113,327,156,749,298,65,61,289,164,84,63,311,144,
860Z200US20170,ZCTA5 20170,7553,858,4086,484,1645,315,882,229,729,223,830,195,3467,476,1295,370,634,170,720,185,818,200,
860Z200US20171,ZCTA5 20171,2803,505,1538,411,140,109,534,278,362,212,502,141,1265,227,129,79,574,277,182,76,380,227,
860Z200US20175,ZCTA5 20175,2352,528,1142,297,365,218,183,137,135,94,459,160,1210,296,142,96,203,102,436,202,429,139,
860Z200US20176,ZCTA5 20176,3640,582,1895,349,310,193,476,160,581,324,528,151,1745,324,475,227,271,111,473,155,526,173,
860Z200US20180,ZCTA5 20180,404,185,164,103,23,33,19,20,67,48,55,58,240,141,12,16,15,16,35,28,178,138,
860Z200US20181,ZCTA5 20181,672,282,366,194,98,66,49,48,144,132,75,56,306,117,43,38,108,68,67,52,88,62,
860Z200US20184,ZCTA5 20184,203,203,132,134,61,91,71,107,0,13,0,13,71,91,10,18,61,89,0,13,0,13,
860Z200US20186,ZCTA5 20186,535,188,286,128,41,53,23,30,178,128,44,47,249,106,29,34,82,74,69,49,69,48,
860Z200US20187,ZCTA5 20187,565,184,246,94,74,43,10,15,69,68,93,70,319,124,13,21,11,19,84,48,211,110,
860Z200US20190,ZCTA5 20190,1687,351,939,238,179,139,64,63,208,108,488,173,748,198,104,78,117,77,178,96,349,137,
860Z200US20191,ZCTA5 20191,2780,435,1328,278,283,139,407,144,234,144,404,180,1452,294,401,153,298,135,259,95,494,192,
860Z200US20194,ZCTA5 20194,673,179,357,133,0,21,59,54,38,34,260,101,316,95,18,21,44,54,84,55,170,80,
860Z200US20197,ZCTA5 20197,125,91,38,37,0,13,16,27,10,17,12,19,87,82,0,13,0,13,20,34,67,75,
860Z200US20198,ZCTA5 20198,128,109,62,60,12,20,0,13,41,43,9,19,66,56,21,34,15,24,30,31,0,13,
860Z200US20204,ZCTA5 20204,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20220,ZCTA5 20220,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20230,ZCTA5 20230,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20240,ZCTA5 20240,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20245,ZCTA5 20245,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20250,ZCTA5 20250,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20260,ZCTA5 20260,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20317,ZCTA5 20317,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20319,ZCTA5 20319,8,16,8,16,0,14,0,14,8,16,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20373,ZCTA5 20373,25,40,0,14,0,14,0,14,0,14,0,14,25,40,0,14,0,14,25,40,0,14,
860Z200US20388,ZCTA5 20388,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20390,ZCTA5 20390,7,18,7,18,0,14,0,14,7,18,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20408,ZCTA5 20408,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20415,ZCTA5 20415,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20418,ZCTA5 20418,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20422,ZCTA5 20422,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20427,ZCTA5 20427,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20431,ZCTA5 20431,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20510,ZCTA5 20510,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20515,ZCTA5 20515,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20520,ZCTA5 20520,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20530,ZCTA5 20530,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20535,ZCTA5 20535,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20540,ZCTA5 20540,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20542,ZCTA5 20542,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20551,ZCTA5 20551,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20560,ZCTA5 20560,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20565,ZCTA5 20565,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20566,ZCTA5 20566,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20591,ZCTA5 20591,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US20601,ZCTA5 20601,1073,300,558,178,73,47,154,120,232,121,99,72,515,167,166,124,160,106,131,107,58,51,
860Z200US20602,ZCTA5 20602,1323,454,744,318,160,132,363,205,108,99,113,101,579,175,18,28,278,154,145,80,138,97,
860Z200US20603,ZCTA5 20603,1559,475,659,290,47,53,326,217,97,87,189,135,900,279,70,72,299,173,192,159,339,177,
860Z200US20606,ZCTA5 20606,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
