GEO_ID,NAME,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,
860Z200US01001,ZCTA5 01001,631,230,297,155,23,40,47,51,90,106,137,100,334,118,110,82,54,59,87,84,83,80,
860Z200US01002,ZCTA5 01002,983,214,457,136,22,32,181,88,17,18,237,106,526,137,41,34,111,69,94,75,280,123,
860Z200US01003,ZCTA5 01003,1,2,1,2,0,21,1,2,0,21,0,21,0,21,0,21,0,21,0,21,0,21,
860Z200US01005,ZCTA5 01005,61,73,60,74,0,14,34,44,26,48,0,14,1,2,0,14,1,2,0,14,0,14,
860Z200US01007,ZCTA5 01007,346,185,233,129,31,48,30,35,156,102,16,24,113,76,0,21,37,51,13,22,63,65,
860Z200US01008,ZCTA5 01008,32,26,14,18,0,14,10,16,4,5,0,14,18,19,0,14,0,14,10,10,8,10,
860Z200US01009,ZCTA5 01009,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01010,ZCTA5 01010,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01011,ZCTA5 01011,6,8,0,14,0,14,0,14,0,14,0,14,6,8,0,14,0,14,0,14,6,8,
860Z200US01012,ZCTA5 01012,10,16,0,14,0,14,0,14,0,14,0,14,10,16,0,14,0,14,0,14,10,16,
860Z200US01013,ZCTA5 01013,3926,455,2014,324,508,226,864,260,297,149,345,161,1912,327,466,161,349,173,877,292,220,123,
860Z200US01020,ZCTA5 01020,3106,623,1621,499,562,277,574,260,477,291,8,13,1485,329,292,129,638,301,356,148,199,123,
860Z200US01022,ZCTA5 01022,70,81,16,36,0,14,0,14,10,27,6,21,54,56,0,14,0,14,54,56,0,14,
860Z200US01026,ZCTA5 01026,6,7,3,4,0,14,0,14,0,14,3,4,3,5,0,14,0,14,0,14,3,5,
860Z200US01027,ZCTA5 01027,793,266,496,175,143,119,177,95,40,54,136,100,297,130,3,4,55,70,140,90,99,64,
860Z200US01028,ZCTA5 01028,660,261,395,210,12,18,84,78,233,190,66,61,265,144,0,21,46,56,162,116,57,57,
860Z200US01029,ZCTA5 01029,11,14,2,5,0,14,0,14,0,14,2,5,9,13,3,5,0,14,6,9,0,14,
860Z200US01030,ZCTA5 01030,202,107,120,82,13,21,31,32,62,65,14,19,82,63,12,18,42,55,4,8,24,28,
860Z200US01031,ZCTA5 01031,76,46,51,33,0,14,17,20,21,26,13,17,25,17,0,14,13,16,0,14,12,15,
860Z200US01032,ZCTA5 01032,5,8,0,14,0,14,0,14,0,14,0,14,5,8,0,14,0,14,0,14,5,8,
860Z200US01033,ZCTA5 01033,172,151,105,104,22,33,21,34,0,19,62,93,67,86,0,19,22,34,0,19,45,55,
860Z200US01034,ZCTA5 01034,2,4,0,14,0,14,0,14,0,14,0,14,2,4,0,14,0,14,0,14,2,4,
860Z200US01035,ZCTA5 01035,145,117,107,113,0,19,0,19,47,70,60,95,38,36,11,20,0,19,0,19,27,32,
860Z200US01036,ZCTA5 01036,176,134,114,89,0,14,40,60,22,35,52,58,62,66,0,14,0,14,38,62,24,26,
860Z200US01037,ZCTA5 01037,7,10,0,14,0,14,0,14,0,14,0,14,7,10,0,14,7,10,0,14,0,14,
860Z200US01038,ZCTA5 01038,79,67,52,51,0,14,32,44,20,26,0,14,27,29,0,14,0,14,13,22,14,22,
860Z200US01039,ZCTA5 01039,19,18,0,14,0,14,0,14,0,14,0,14,19,18,0,14,0,14,6,9,13,14,
860Z200US01040,ZCTA5 01040,10927,644,4836,529,1955,374,1602,304,902,230,377,241,6091,381,2211,281,2012,264,1311,315,557,184,
860Z200US01050,ZCTA5 01050,25,30,7,11,0,14,0,14,0,14,7,11,18,21,3,8,4,6,0,14,11,15,
860Z200US01053,ZCTA5 01053,51,51,24,28,3,6,3,7,10,18,8,20,27,31,0,14,0,14,3,7,24,30,
860Z200US01054,ZCTA5 01054,38,27,27,23,0,14,0,14,0,14,27,23,11,13,8,12,0,14,3,4,0,14,
860Z200US01056,ZCTA5 01056,1254,445,721,240,224,92,314,176,159,141,24,38,533,260,28,24,120,92,257,213,128,76,
860Z200US01057,ZCTA5 01057,208,206,61,74,53,73,0,19,8,11,0,19,147,134,21,25,106,133,19,21,1,3,
860Z200US01060,ZCTA5 01060,792,240,383,128,181,116,23,29,47,50,132,80,409,143,129,86,71,85,27,33,182,77,
860Z200US01062,ZCTA5 01062,497,218,188,104,85,72,66,58,32,29,5,19,309,140,134,88,11,19,60,48,104,78,
860Z200US01063,ZCTA5 01063,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01066,ZCTA5 01066,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01068,ZCTA5 01068,10,12,8,13,4,11,0,14,1,4,3,5,2,3,2,3,0,14,0,14,0,14,
860Z200US01069,ZCTA5 01069,397,253,289,253,246,252,0,19,18,29,25,37,108,80,10,22,5,4,32,43,61,71,
860Z200US01070,ZCTA5 01070,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01071,ZCTA5 01071,29,34,11,17,0,14,0,14,0,14,11,17,18,19,4,6,0,14,0,14,14,17,
860Z200US01072,ZCTA5 01072,80,43,48,44,2,3,0,14,5,7,41,45,32,16,0,14,0,14,9,11,23,13,
860Z200US01073,ZCTA5 01073,112,98,32,46,0,19,0,19,0,19,32,46,80,62,0,19,7,11,0,19,73,63,
860Z200US01074,ZCTA5 01074,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01075,ZCTA5 01075,393,132,107,86,0,21,31,48,27,30,49,66,286,109,3,6,38,54,94,101,151,65,
860Z200US01077,ZCTA5 01077,297,121,104,62,0,19,26,43,40,38,38,41,193,98,19,31,58,73,72,60,44,41,
860Z200US01079,ZCTA5 01079,35,53,0,14,0,14,0,14,0,14,0,14,35,53,0,14,35,53,0,14,0,14,
860Z200US01080,ZCTA5 01080,87,94,62,93,62,93,0,14,0,14,0,14,25,31,0,14,17,26,0,14,8,15,
860Z200US01081,ZCTA5 01081,35,30,21,23,0,14,18,22,0,14,3,5,14,17,1,2,0,14,0,14,13,17,
860Z200US01082,ZCTA5 01082,262,140,74,62,14,23,43,56,11,18,6,9,188,103,30,34,67,53,31,45,60,65,
860Z200US01083,ZCTA5 01083,57,87,34,52,34,52,0,14,0,14,0,14,23,36,0,14,0,14,0,14,23,36,
860Z200US01084,ZCTA5 01084,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01085,ZCTA5 01085,2439,582,1111,360,269,150,501,223,64,62,277,264,1328,339,382,164,283,150,379,172,284,156,
860Z200US01088,ZCTA5 01088,5,8,0,14,0,14,0,14,0,14,0,14,5,8,0,14,0,14,5,8,0,14,
860Z200US01089,ZCTA5 01089,1967,483,813,233,230,124,227,123,244,136,112,71,1154,355,155,117,242,151,314,158,443,276,
860Z200US01092,ZCTA5 01092,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01093,ZCTA5 01093,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01094,ZCTA5 01094,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01095,ZCTA5 01095,394,188,106,91,35,52,25,27,0,21,46,62,288,137,0,21,19,35,122,90,147,91,
860Z200US01096,ZCTA5 01096,35,29,18,20,2,4,13,17,3,9,0,14,17,19,0,14,0,14,0,14,17,19,
860Z200US01097,ZCTA5 01097,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01098,ZCTA5 01098,6,8,0,14,0,14,0,14,0,14,0,14,6,8,1,2,0,14,0,14,5,8,
860Z200US01103,ZCTA5 01103,846,162,267,107,115,77,70,54,24,31,58,50,579,140,134,70,147,115,114,82,184,106,
860Z200US01104,ZCTA5 01104,8556,953,3607,520,1493,412,1504,373,424,184,186,112,4949,627,1132,274,1629,458,1404,314,784,308,
860Z200US01105,ZCTA5 01105,4899,750,2330,493,1046,301,821,304,394,261,69,60,2569,383,1082,270,643,187,721,226,123,80,
860Z200US01106,ZCTA5 01106,286,153,137,119,1,4,48,70,64,91,24,28,149,88,7,20,0,21,16,18,126,91,
860Z200US01107,ZCTA5 01107,5218,647,2396,421,1084,320,790,282,451,154,71,54,2822,468,1084,211,861,316,557,201,320,170,
860Z200US01108,ZCTA5 01108,6332,826,3000,545,1136,376,916,314,660,284,288,219,3332,490,839,226,1198,383,914,341,381,165,
860Z200US01109,ZCTA5 01109,7249,825,3041,453,1337,428,816,285,701,226,187,104,4208,552,1446,424,1286,327,1035,255,441,230,
860Z200US01118,ZCTA5 01118,1748,355,670,203,217,116,122,88,171,93,160,102,1078,223,165,104,442,164,306,140,165,100,
860Z200US01119,ZCTA5 01119,2514,524,1232,347,217,113,479,204,365,220,171,143,1282,254,379,187,475,130,371,179,57,54,
860Z200US01128,ZCTA5 01128,448,227,256,129,33,39,77,55,42,46,104,78,192,113,39,37,29,32,66,59,58,51,
860Z200US01129,ZCTA5 01129,1140,278,544,203,30,32,175,129,277,160,62,44,596,151,33,26,204,105,124,86,235,114,
860Z200US01144,ZCTA5 01144,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01151,ZCTA5 01151,2449,454,1199,312,322,135,396,173,319,160,162,148,1250,250,195,100,549,176,313,106,193,120,
860Z200US01201,ZCTA5 01201,1889,251,967,176,230,118,297,134,304,140,136,112,922,150,210,136,311,132,143,98,258,133,
860Z200US01220,ZCTA5 01220,148,84,56,44,0,19,45,40,11,19,0,19,92,62,0,19,0,19,27,33,65,54,
860Z200US01222,ZCTA5 01222,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01223,ZCTA5 01223,65,57,27,34,0,14,0,14,14,19,13,26,38,35,6,10,1,3,10,21,21,27,
860Z200US01224,ZCTA5 01224,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01225,ZCTA5 01225,9,10,5,8,0,14,0,14,5,8,0,14,4,8,0,14,0,14,4,8,0,14,
860Z200US01226,ZCTA5 01226,111,81,45,47,10,22,17,26,0,19,18,33,66,52,18,29,0,19,0,19,48,41,
860Z200US01229,ZCTA5 01229,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01230,ZCTA5 01230,188,117,51,32,4,5,39,32,5,6,3,4,137,109,6,17,33,61,68,66,30,34,
860Z200US01235,ZCTA5 01235,63,55,51,48,22,31,29,34,0,14,0,14,12,13,0,14,12,13,0,14,0,14,
860Z200US01236,ZCTA5 01236,20,27,20,27,20,27,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01237,ZCTA5 01237,5,8,4,8,0,14,3,6,0,14,1,4,1,2,0,14,0,14,0,14,1,2,
860Z200US01238,ZCTA5 01238,128,87,1,3,0,19,1,3,0,19,0,19,127,88,0,19,99,80,28,46,0,19,
860Z200US01240,ZCTA5 01240,161,131,73,70,35,43,16,49,0,14,22,34,88,83,0,14,0,14,45,69,43,48,
860Z200US01242,ZCTA5 01242,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01243,ZCTA5 01243,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01244,ZCTA5 01244,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01245,ZCTA5 01245,39,61,5,8,0,14,0,14,0,14,5,8,34,62,24,61,0,14,7,9,3,4,
860Z200US01247,ZCTA5 01247,426,163,351,156,114,105,101,70,79,59,57,54,75,59,3,5,30,35,41,43,1,2,
860Z200US01253,ZCTA5 01253,7,13,3,6,0,14,0,14,0,14,3,6,4,10,0,14,4,10,0,14,0,14,
860Z200US01254,ZCTA5 01254,10,10,5,7,0,14,0,14,0,14,5,7,5,8,0,14,0,14,5,8,0,14,
860Z200US01255,ZCTA5 01255,17,14,17,14,6,8,1,3,0,14,10,11,0,14,0,14,0,14,0,14,0,14,
860Z200US01256,ZCTA5 01256,4,6,0,14,0,14,0,14,0,14,0,14,4,6,4,6,0,14,0,14,0,14,
860Z200US01257,ZCTA5 01257,132,118,79,59,0,14,0,14,0,14,79,59,53,79,0,14,0,14,37,55,16,29,
860Z200US01258,ZCTA5 01258,2,3,0,14,0,14,0,14,0,14,0,14,2,3,0,14,0,14,0,14,2,3,
860Z200US01259,ZCTA5 01259,14,14,14,14,7,12,0,14,0,14,7,8,0,14,0,14,0,14,0,14,0,14,
860Z200US01260,ZCTA5 01260,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01262,ZCTA5 01262,28,32,5,10,0,14,0,14,5,10,0,14,23,30,0,14,0,14,17,29,6,13,
860Z200US01264,ZCTA5 01264,3,4,3,4,0,14,0,14,3,4,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01266,ZCTA5 01266,12,14,8,8,6,8,0,14,0,14,2,5,4,6,0,14,0,14,4,6,0,14,
860Z200US01267,ZCTA5 01267,87,53,50,35,3,6,14,23,0,19,33,32,37,39,2,6,1,5,0,19,34,37,
860Z200US01270,ZCTA5 01270,4,6,4,6,0,14,0,14,0,14,4,6,0,14,0,14,0,14,0,14,0,14,
860Z200US01301,ZCTA5 01301,646,143,319,107,63,56,59,50,124,83,73,65,327,90,133,93,9,15,56,47,129,75,
860Z200US01330,ZCTA5 01330,25,29,25,29,0,14,0,14,25,29,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01331,ZCTA5 01331,468,228,153,85,65,58,45,33,43,47,0,21,315,192,11,13,203,187,27,28,74,66,
860Z200US01337,ZCTA5 01337,10,10,0,14,0,14,0,14,0,14,0,14,10,10,0,14,0,14,4,5,6,8,
860Z200US01338,ZCTA5 01338,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01339,ZCTA5 01339,2,3,0,14,0,14,0,14,0,14,0,14,2,3,0,14,0,14,0,14,2,3,
860Z200US01340,ZCTA5 01340,15,10,7,6,0,14,3,5,0,14,4,6,8,7,0,14,0,14,3,4,5,5,
860Z200US01341,ZCTA5 01341,38,26,30,24,4,6,1,4,0,14,25,23,8,9,0,14,4,6,4,7,0,14,
860Z200US01342,ZCTA5 01342,28,56,28,56,17,55,0,14,0,14,11,23,0,14,0,14,0,14,0,14,0,14,
860Z200US01343,ZCTA5 01343,9,14,9,14,0,14,9,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01344,ZCTA5 01344,13,12,11,11,0,14,11,11,0,14,0,14,2,3,0,14,0,14,0,14,2,3,
860Z200US01346,ZCTA5 01346,13,20,0,14,0,14,0,14,0,14,0,14,13,20,0,14,0,14,9,16,4,7,
860Z200US01347,ZCTA5 01347,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01349,ZCTA5 01349,2,5,1,2,0,14,0,14,0,14,1,2,1,3,0,14,0,14,0,14,1,3,
860Z200US01350,ZCTA5 01350,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01351,ZCTA5 01351,1,2,1,2,0,14,0,14,0,14,1,2,0,14,0,14,0,14,0,14,0,14,
860Z200US01354,ZCTA5 01354,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01355,ZCTA5 01355,13,12,5,7,0,14,0,14,5,7,0,14,8,9,5,7,3,5,0,14,0,14,
860Z200US01360,ZCTA5 01360,77,73,32,42,31,42,0,14,0,14,1,3,45,36,20,27,13,19,0,14,12,17,
860Z200US01364,ZCTA5 01364,158,88,57,42,0,19,31,34,6,12,20,24,101,61,0,19,76,58,7,11,18,21,
860Z200US01366,ZCTA5 01366,11,13,5,6,0,14,0,14,5,6,0,14,6,7,0,14,0,14,6,7,0,14,
860Z200US01367,ZCTA5 01367,2,3,0,14,0,14,0,14,0,14,0,14,2,3,0,14,0,14,0,14,2,3,
860Z200US01368,ZCTA5 01368,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01370,ZCTA5 01370,112,56,56,40,6,11,0,14,26,33,24,18,56,35,0,14,0,14,7,11,49,37,
860Z200US01373,ZCTA5 01373,148,106,81,65,0,14,55,56,0,14,26,39,67,49,0,14,32,32,0,14,35,40,
860Z200US01375,ZCTA5 01375,76,69,52,60,0,14,21,35,0,14,31,50,24,28,0,14,0,14,0,14,24,28,
860Z200US01376,ZCTA5 01376,143,102,67,61,24,33,0,14,12,21,31,45,76,58,43,45,2,5,22,28,9,17,
860Z200US01378,ZCTA5 01378,3,4,0,14,0,14,0,14,0,14,0,14,3,4,0,14,0,14,0,14,3,4,
860Z200US01379,ZCTA5 01379,18,16,2,4,0,14,0,14,0,14,2,4,16,16,0,14,0,14,16,16,0,14,
860Z200US01380,ZCTA5 01380,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01420,ZCTA5 01420,6924,640,3589,488,1232,323,1264,307,813,275,280,181,3335,337,918,191,931,283,1100,261,386,166,
860Z200US01430,ZCTA5 01430,134,146,39,60,0,19,0,19,39,60,0,19,95,92,15,24,0,19,80,90,0,19,
860Z200US01431,ZCTA5 01431,33,30,4,6,0,14,0,14,0,14,4,6,29,30,0,14,9,14,5,8,15,26,
860Z200US01432,ZCTA5 01432,631,317,358,286,179,267,2,5,135,122,42,46,273,180,119,150,0,19,154,129,0,19,
860Z200US01434,ZCTA5 01434,185,21,183,21,57,28,76,38,39,30,11,19,2,4,0,14,2,4,0,14,0,14,
860Z200US01436,ZCTA5 01436,84,88,60,69,0,14,41,62,19,32,0,14,24,28,0,14,12,19,12,22,0,14,
860Z200US01438,ZCTA5 01438,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01440,ZCTA5 01440,1133,375,692,227,252,154,191,105,177,120,72,63,441,188,50,46,45,63,217,104,129,96,
860Z200US01450,ZCTA5 01450,234,145,144,124,56,49,4,7,0,21,84,115,90,62,0,21,4,6,29,34,57,48,
860Z200US01451,ZCTA5 01451,248,233,57,47,0,19,0,19,10,16,47,38,191,219,0,19,0,19,19,27,172,218,
860Z200US01452,ZCTA5 01452,57,43,16,17,1,4,7,10,8,13,0,14,41,39,6,11,0,14,30,38,5,13,
860Z200US01453,ZCTA5 01453,3832,647,1923,399,481,267,790,241,292,144,360,163,1909,371,517,208,429,144,605,231,358,165,
860Z200US01460,ZCTA5 01460,171,93,73,57,6,12,37,44,0,21,30,36,98,62,19,25,6,11,36,38,37,40,
860Z200US01462,ZCTA5 01462,180,105,80,63,0,21,15,22,14,24,51,49,100,75,10,15,37,62,15,20,38,37,
860Z200US01463,ZCTA5 01463,181,70,60,44,0,21,21,30,17,19,22,25,121,58,12,19,6,9,23,25,80,51,
860Z200US01464,ZCTA5 01464,426,142,406,143,155,70,123,42,67,51,61,92,20,26,0,19,0,19,0,19,20,26,
860Z200US01468,ZCTA5 01468,18,22,9,17,0,14,0,14,0,14,9,17,9,13,9,13,0,14,0,14,0,14,
860Z200US01469,ZCTA5 01469,94,73,45,32,0,19,7,11,13,19,25,30,49,46,8,14,12,19,11,18,18,22,
860Z200US01473,ZCTA5 01473,63,52,26,30,0,19,15,24,0,19,11,18,37,41,0,19,0,19,19,31,18,28,
860Z200US01474,ZCTA5 01474,83,73,41,39,0,14,41,39,0,14,0,14,42,46,24,36,0,14,18,28,0,14,
860Z200US01475,ZCTA5 01475,233,152,177,108,77,70,63,90,17,28,20,33,56,56,0,21,27,42,24,35,5,8,
860Z200US01501,ZCTA5 01501,510,183,195,97,47,57,0,21,51,43,97,68,315,132,29,27,98,79,44,28,144,86,
860Z200US01503,ZCTA5 01503,42,36,25,28,0,14,0,14,14,22,11,16,17,22,0,14,0,14,0,14,17,22,
860Z200US01504,ZCTA5 01504,238,137,135,114,0,19,27,34,99,109,9,16,103,66,5,10,8,14,69,56,21,31,
860Z200US01505,ZCTA5 01505,86,66,44,38,11,19,7,12,15,22,11,20,42,46,10,17,0,14,0,14,32,42,
860Z200US01506,ZCTA5 01506,41,34,22,25,8,12,14,23,0,14,0,14,19,19,8,13,0,14,0,14,11,17,
860Z200US01507,ZCTA5 01507,223,115,106,77,6,17,32,39,42,54,26,29,117,97,0,21,52,83,6,10,59,50,
860Z200US01510,ZCTA5 01510,1584,269,843,183,150,85,302,138,285,112,106,66,741,157,106,73,200,103,291,120,144,92,
860Z200US01515,ZCTA5 01515,77,66,36,36,0,14,8,13,21,31,7,10,41,54,0,14,4,6,37,54,0,14,
860Z200US01516,ZCTA5 01516,149,129,40,42,0,19,0,19,0,19,40,42,109,121,0,19,0,19,98,122,11,20,
860Z200US01518,ZCTA5 01518,60,51,9,13,2,6,0,14,0,14,7,11,51,44,16,27,8,12,16,29,11,15,
860Z200US01519,ZCTA5 01519,120,97,44,51,16,23,15,23,0,19,13,22,76,59,12,19,0,19,64,50,0,19,
860Z200US01520,ZCTA5 01520,560,201,341,156,41,49,76,65,124,134,100,55,219,90,2,6,15,19,64,46,138,73,
860Z200US01521,ZCTA5 01521,110,92,59,50,7,11,6,8,46,47,0,14,51,43,6,8,0,14,29,33,16,19,
860Z200US01522,ZCTA5 01522,25,22,17,19,0,14,0,14,4,6,13,20,8,12,0,14,0,14,1,3,7,11,
860Z200US01523,ZCTA5 01523,435,177,258,111,80,54,128,86,29,30,21,26,177,131,60,94,18,30,52,42,47,70,
860Z200US01524,ZCTA5 01524,104,87,29,37,0,19,22,35,7,13,0,19,75,78,0,19,37,43,35,42,3,8,
860Z200US01525,ZCTA5 01525,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01527,ZCTA5 01527,176,130,150,128,12,15,66,61,72,106,0,21,26,24,9,13,0,21,0,21,17,21,
860Z200US01529,ZCTA5 01529,29,29,13,15,0,14,0,14,7,10,6,10,16,23,0,14,0,14,0,14,16,23,
860Z200US01531,ZCTA5 01531,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01532,ZCTA5 01532,290,134,135,80,16,17,17,23,31,37,71,57,155,95,0,21,40,45,48,47,67,80,
860Z200US01534,ZCTA5 01534,143,101,44,52,0,19,5,9,0,19,39,52,99,77,35,34,26,39,38,60,0,19,
860Z200US01535,ZCTA5 01535,22,24,22,24,0,14,1,2,4,8,17,22,0,14,0,14,0,14,0,14,0,14,
860Z200US01536,ZCTA5 01536,249,134,56,53,0,19,24,29,21,38,11,18,193,106,41,62,28,40,39,40,85,61,
860Z200US01537,ZCTA5 01537,1,2,1,2,1,2,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01540,ZCTA5 01540,268,106,189,77,0,21,118,71,34,28,37,39,79,51,0,21,26,21,37,57,16,27,
860Z200US01541,ZCTA5 01541,45,28,2,4,2,4,0,14,0,14,0,14,43,28,0,14,0,14,13,15,30,21,
860Z200US01542,ZCTA5 01542,93,70,83,70,3,5,3,5,57,51,20,32,10,13,0,14,3,6,7,12,0,14,
860Z200US01543,ZCTA5 01543,147,99,60,66,0,19,0,19,16,29,44,61,87,74,0,19,51,64,21,32,15,20,
860Z200US01545,ZCTA5 01545,1147,350,561,199,49,50,96,122,80,70,336,178,586,240,75,95,4,8,166,97,341,202,
860Z200US01550,ZCTA5 01550,3412,326,1463,213,462,111,517,168,267,149,217,101,1949,248,576,188,617,156,563,221,193,76,
860Z200US01560,ZCTA5 01560,174,84,61,41,29,30,1,2,20,22,11,16,113,63,0,14,32,39,10,15,71,49,
860Z200US01561,ZCTA5 01561,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,
860Z200US01562,ZCTA5 01562,309,200,153,175,3,31,150,169,0,21,0,21,156,131,86,97,0,21,15,24,55,85,
860Z200US01564,ZCTA5 01564,118,79,75,57,27,3,48,57,0,19,0,19,43,50,0,19,21,33,22,37,0,19,
860Z200US01566,ZCTA5 01566,138,112,68,78,0,19,0,19,23,33,45,47,70,82,0,19,48,78,22,22,0,19,
860Z200US01568,ZCTA5 01568,149,82,51,50,0,19,23,36,0,19,28,34,98,60,24,35,5,13,17,26,52,49,
860Z200US01569,ZCTA5 01569,232,132,37,37,0,21,9,18,14,23,14,23,195,125,18,28,30,37,125,114,22,35,
860Z200US01570,ZCTA5 01570,1484,404,633,232,107,57,232,122,173,90,121,130,851,245,167,95,242,137,285,177,157,113,
860Z200US01571,ZCTA5 01571,207,109,97,61,24,30,27,22,30,38,16,25,110,77,0,21,0,21,81,67,29,35,
860Z200US01581,ZCTA5 01581,777,222,322,113,39,31,84,96,90,62,109,63,455,176,26,34,55,58,74,63,300,171,
860Z200US01583,ZCTA5 01583,241,97,182,67,76,35,47,20,37,35,22,25,59,50,0,19,35,41,0,19,24,31,
860Z200US01585,ZCTA5 01585,67,58,37,40,0,14,25,27,12,17,0,14,30,30,0,14,0,14,20,23,10,16,
860Z200US01588,ZCTA5 01588,482,290,231,209,25,39,36,41,7,14,163,186,251,152,4,11,65,77,131,98,51,67,
860Z200US01590,ZCTA5 01590,67,53,53,53,0,19,0,19,11,21,42,48,14,22,0,19,0,19,14,22,0,19,
860Z200US01602,ZCTA5 01602,2130,602,970,349,225,146,159,94,325,289,261,203,1160,357,255,181,213,150,306,135,386,247,
860Z200US01603,ZCTA5 01603,3257,641,1752,405,472,159,695,239,322,156,263,229,1505,338,307,142,548,173,446,178,204,107,
860Z200US01604,ZCTA5 01604,4787,758,2572,453,781,270,995,325,479,195,317,158,2215,405,530,214,543,197,612,187,530,231,
860Z200US01605,ZCTA5 01605,5252,746,2282,422,596,202,1015,282,512,212,159,86,2970,441,621,205,1053,267,792,268,504,195,
860Z200US01606,ZCTA5 01606,2014,491,913,240,153,107,414,206,209,114,137,86,1101,395,330,265,291,208,242,111,238,133,
860Z200US01607,ZCTA5 01607,1054,368,438,199,184,126,133,115,96,74,25,36,616,234,265,164,144,99,152,106,55,66,
860Z200US01608,ZCTA5 01608,1095,331,509,255,315,203,60,56,77,90,57,56,586,194,163,98,189,114,172,115,62,48,
860Z200US01609,ZCTA5 01609,2727,498,1520,382,396,201,483,200,322,161,319,188,1207,252,518,182,178,102,263,126,248,106,
860Z200US01610,ZCTA5 01610,5919,714,2835,524,1207,301,865,281,611,210,152,97,3084,468,1294,383,793,248,766,196,231,118,
860Z200US01611,ZCTA5 01611,111,105,100,95,12,18,56,50,32,41,0,14,11,18,0,14,11,18,0,14,0,14,
860Z200US01612,ZCTA5 01612,119,73,70,46,10,15,0,19,11,14,49,37,49,36,0,19,5,8,22,27,22,22,
860Z200US01701,ZCTA5 01701,1741,423,838,276,271,177,102,82,196,126,269,155,903,210,94,89,184,95,281,132,344,126,
860Z200US01702,ZCTA5 01702,5397,801,2579,477,910,279,619,180,331,198,719,259,2818,432,597,230,733,183,865,271,623,193,
860Z200US01718,ZCTA5 01718,13,27,7,15,0,14,0,14,7,15,0,14,6,12,0,14,0,14,0,14,6,12,
